id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
Mercury_7138513,A,validation,یک جزیره انواع مختلفی از پرندگان دارد، هیچ گونه بومی از مارها ندارد و چندین شکارچی بزرگ در آنجا وجود دارد. مارهای قهوه‌ای تخم‌پرندگان را می‌خورند. نتیجهٔ احتمالی آزاد شدن تصادفی مارهای قهوه‌ای در این جزیره چیست؟,مارهای بیشتر و پرندگان کمتر,مارهای بیشتر و پرندگان بیشتر,مارهای کمتر و پرندگان کمتر,مارهای کمتر و پرندگان بیشتر
Mercury_SC_401663,B,validation,یک دانش‌آموز می‌تواند با قرار دادن کدام یک از اشیا در توده کمپوست، منابع را حفظ کند؟,کودها,گیاهان لوبیا,فلاسک‌های شیشه‌ای,پیپت‌های پلاستیکی
NCEOGA_2013_8_4,D,validation,کدامیک بهتر توضیح می‌دهد که چرا جرم کل محصول(ها) کمتر از وزن کل واکنش‌دهنده(ها) پس از یک واکنش شیمیایی است؟,الف) یک تغییر فیزیکی اتفاق افتاده است.,ب) اتم‌های شرکت‌کننده در واکنش جرم خود را از دست داده‌اند.,ج) رسوباتی در محلول جدید ایجاد شده‌اند.,د) گازهایی به جو آزاد شده‌اند.
Mercury_7235813,D,validation,کربن در مخازن مختلف بر روی زمین چرخه می‌چرخد. مدت زمانی که برای شکل‌گیری این مخازن لازم است به طور قابل توجهی متفاوت است. کدام فرآیند در چرخه کربن برای شکل‌گیری مخزن مشخص‌شده میلیون‌ها سال طول می‌کشد؟,ادغام کربن از طریق هضم در بافت‌های جانوری,رهاسازی کربن به جو در حین تنفس,کربن جوی ادغام شده در قندها در گیاهان,تجزیه کربن در بافت‌های گیاهی برای تشکیل نفت
Mercury_7011270,B,validation,مدت زمان تقریبی که ماه برای تکمیل یک چرخش حول زمین نیاز دارد چقدر است؟,7 روز,30 روز,90 روز,365 روز
Mercury_7228603,C,validation,کدام یک از موارد زیر نتیجه تبادل بخش‌های کروموزوم همولوگ در طول فرآیند میوز است؟,جهش‌های تصادفی,کاهش تعداد گامت‌ها,نسل‌هایی با ترکیب‌های منحصر به فرد از صفات,کاهش تعداد آلل‌ها در هر کروموزوم
Mercury_SC_400339,C,validation,کدام یک از عبارات دلیل این نیست که در یک جنگل درختان با ارتفاعات متفاوتی رشد می‌کنند؟,برخی از آنها به نور خورشید کمتری نیاز دارند.,درختان در سال‌های متفاوتی کاشته شده‌اند.,پرندگان در درختان کوتاه‌تر آشیانه می‌سازند.,تنها درختان بلند شاخه‌هایی با برگ دارند.
Mercury_SC_406705,B,validation,کلاس آنا تعداد پروانه‌ها را در باغ مدرسه برای یک تکلیف شمارش کرد. نتایج آنا با باقی کلاس متفاوت بود. او باید چه کار کند؟,تکلیف را تغییر دهد.,نتایج را به حال خود بگذارد.,نتایج خود را با کلاس مطابقت دهد.,از معلم بخواهد برایش شمارش کند.
MCAS_2010_5_11998,A,validation,گل ساعت یک نوع پیچک گلدهنده است که به درختان و نرده‌ها می‌چسبد. کدام یک از رفتارهای زیر بیشتر به گل ساعت کمک می‌کند تا به نرده‌ای بیفتد؟,پیچ خوردن ساقه‌ها در پاسخ به لمس,متورم شدن ساقه‌ها در پاسخ به آب,باز شدن گل‌ها در پاسخ به نور,رشد ریشه‌ها در پاسخ به جاذبه
Mercury_7029505,C,validation,گروه‌های خونی در طبقه‌بندی ABO چگونه از یکدیگر تمایز می‌یابند؟,اندازه‌های مختلف گلبول‌های قرمز,اندازه‌های مختلف گلبول‌های سفید,پروتئین‌های علامت‌گذاری مختلف روی گلبول‌های قرمز,پروتئین‌های علامت‌گذاری مختلف روی گلبول‌های سفید
Mercury_SC_401286,B,validation,سوال: بسیاری از حیوانات در معرض خطر به دام افتاده، برچسب‌گذاری می‌شوند و سپس به محیط زیست خود بازگردانده می‌شوند. برچسب ممکن است قطعه‌ای از پلاستیک یا فلز کدگذاری شده باشد که در جایی ایمن روی بدن قرار می‌گیرد. احتمالاً دلیل اصلی برچسب‌گذاری یک حیوان چیست؟,الف) برای پایش عادات غذایی آن‌ها,ب) برای پایش عادات جابجایی آن‌ها,ج) برای پایش عادات خواب آن‌ها,د) برای پایش عادات تولید مثل آن‌ها
Mercury_7120908,D,validation,یک گلاید، هواپیمای بدون موتوری است. علاوه بر اندازه، کدام یک از موارد اصلی باید در طراحی یک گلاید برای پوشش فاصله‌ای طولانی در نظر گرفته شود؟,تاثیرات زیست‌محیطی و جرم,هزینه و تاثیرات زیست‌محیطی,استحکام و هزینه,جرم و استحکام
MCAS_2010_8_12010,C,validation,برخی از گونه‌های باکتری یک ماده‌ای تولید می‌کنند که برای حشرات سمی و برای انسان‌ها بی‌خطر است. دانشمندان ژنی را که تولید این ماده را کنترل می‌کند جداسازی کرده‌اند. بهترین دلیل برای وارد کردن این ژن به گیاهان ذرت کدام است؟,ذرت سریع‌تر رشد خواهد کرد.,به کود کمتری نیاز خواهد بود.,به سموم کمتری نیاز خواهد بود.,ذرت مغذی‌تر خواهد بود.
Mercury_7008138,B,validation,کدام جمله توصیف کننده سیارک‌ها و دنباله‌دارها است؟,A) سیارک‌ها گازی هستند و دنباله‌دارها جامد هستند.,B) سیارک‌ها جامد هستند و دنباله‌دارها گازی هستند.,C) هم سیارک‌ها و هم دنباله‌دارها جامد هستند.,D) هم سیارک‌ها و هم دنباله‌دارها گازی هستند.
Mercury_7018148,B,validation,اکثریت عناصر موجود در جدول تناوبی عناصر چیست؟,گازها.,فلزات.,مایعات.,غیر فلزات.
MCAS_2004_8_28,A,validation,چگونه خصوصیات قابل اندازه‌گیری یک توپ گلف تغییر می‌کند اگر آن را از زمین به ماه منتقل کنیم؟,توده آن همان خواهد بود، اما وزن متفاوتی خواهد داشت.,وزن آن همان خواهد بود، اما توده متفاوتی خواهد داشت.,چگالی آن همان خواهد بود، اما توده متفاوتی خواهد داشت.,توده آن همان خواهد بود، اما چگالی متفاوتی خواهد داشت.
Mercury_176015,D,validation,یک گروه از دانش‌آموزان در حال تحقیق درباره دو ماده هستند تا تعیین کنند کدام یک نمک سفره و کدام یک شکر سفره است. چگونه دانش‌آموزان بهترین راه را برای شناسایی هر ماده پیدا می‌کنند؟,با توجه به اینکه آیا در آب حل می‌شوند,با بررسی رنگ ماده,با مشاهده اینکه آیا به یک سطح می‌چسبند,با بررسی شکل کریستال
Mercury_7189035,D,validation,اسکات در حال بررسی نتایج تلاقی بین گل‌های قرمز و سفید بود. نتیجه‌ای که نشان‌دهندهٔ عدم تسلط کامل است، کدام یک از موارد زیر است؟,۰٪ گل‌های صورتی,۲۵٪ گل‌های سفید,۵۰٪ گل‌های قرمز,۱۰۰٪ گل‌های صورتی
Mercury_7207410,C,validation,شکارچیان طوفان افرادی هستند که به طوفان‌ها نزدیک می‌شوند تا آن‌ها را مشاهده کرده و اندازه‌گیری‌هایی انجام دهند. چه دانشی شکارچیان طوفان به مطالعه طوفان‌ها اضافه کرده‌اند که بیشتر به اصلاح نظریه‌های شکل‌گیری طوفان کمک کرده است؟,دیدگاه‌های آن‌ها درباره خسارات طوفان,تجربیات شخصی آن‌ها در طوفان‌ها,داده‌های جمع‌آوری شده آن‌ها در ابتدای طوفان‌ها,شور و اشتیاقشان برای مطالعه طوفان‌های مختلف
Mercury_7233678,A,validation,دانشمندان معتقدند که حرکت قاره‌ای در طول تاریخ زمین‌شناسی زمین تأثیر قابل توجهی بر روی چرخه‌های آب و هوای گرمتر و خنک‌تر زمین داشته است. کدام جمله ویژگی قاره‌های زمین را توصیف می‌کند که بیشترین احتمال را دارد تا تغییرات در آب و هوای جهانی را زمانی که قاره‌ها حرکت می‌کنند به وجود آورد؟,محل قاره بر روی بازتاب سطح آن تأثیر می‌گذارد.,عمق صفحه قاره‌ای تعیین‌کننده ظرفیت حرارتی ویژه آن است.,حرکت قاره‌ای مقادیر زیادی انرژی جنبشی را جذب می‌کند.,دمای یک قاره تحت تأثیر نزدیک‌ترین اقیانوس آن قرار دارد.
Mercury_SC_402101,D,validation,کدام ویژگی‌ها بر روی سطح زمین و ماه وجود دارد؟,گیاهان,اقیانوس‌ها,حیوانات,کوه‌ها
Mercury_SC_402104,D,validation,ریختن مواد شیمیایی سمی به دریاچه احتمالاً منجر به چه چیزی خواهد شد؟,افزایش سطح اکسیژن در دریاچه.,رشد سریع‌تر گیاهان نزدیک دریاچه.,مواد شیمیایی سمی هیچ تأثیری بر دریاچه نداشته باشند.,آسیب یا مرگ ماهی‌ها در دریاچه.
Mercury_7183015,A,validation,مقاله‌ای اخیر در یک نشریه علمی رابطه بین جریان‌های همرفت و تکتونیک صفحه‌ای را توضیح می‌دهد. در حالی که مایع درون گوشته گردش می‌کند، باعث حرکت صفحات قشری می‌شود. کدام یک احتمالاً موجب گردش مایعات درون زمین می‌شود؟,انتقال انرژی,گرمایش جهانی,تغییرات جزر و مدی,جریان‌های اقیانوسی
Mercury_7238963,A,validation,چانه‌ی شکاف‌دار در انسان‌ها توسط آلل غالب C کدگذاری می‌شود. چانه‌ای بدون شکاف توسط آلل مغلوب c کدگذاری می‌شود. مردی با ترکیب آللی cc برای این ویژگی، زایگوتی با زنی که ترکیب آللی Cc برای این ویژگی دارد، تولید می‌کند. کدام ترکیب‌های آللی می‌توانند در زایگوت رخ دهند؟,Cc یا cc,CC یا Cc,فقط CC,فقط Cc
NYSEDREGENTS_2014_4_14,A,validation,پنل‌های خورشیدی برای جذب نور خورشید استفاده می‌شوند. کدام رنگ پنل بیشترین نور خورشید را جذب می‌کند؟,الف) سیاه,ب) سبز,ج) سفید,د) زرد
Mercury_7004410,B,validation,یکی از محدودیت‌های شبکه‌های غذایی در نمایش یک اکوسیستم این است که آنها...,...تولیدکنندگان موجود در اکوسیستم را شامل نمی‌شوند.,...تمام گونه‌های موجود در اکوسیستم را شامل نمی‌شوند.,...مصرف‌کنندگان موجود در اکوسیستم را نشان نمی‌دهند.,...رابطه‌های شکارچی و طعمه را در اکوسیستم نشان نمی‌دهند.
Mercury_SC_406939,C,validation,کدام یک از روش‌ها می‌تواند باعث تغییر شیمیایی یک تکه کاغذ شود؟,کاغذ را نصف کنید,کاغذ را در آب خیس کنید,کاغذ را با آتش بسوزانید,کاغذ را با قیچی ببرید
Mercury_7270200,A,validation,دانشمندان توضیح داده‌اند که چگونه اسیدهای آمینه، کربوهیدرات‌ها، اسیدهای نوکلئیک و اسیدهای چرب می‌توانند قبل از ظهور موجودات زنده در زمین سنتز شده باشند. کدام یک از کشفیات زیر بیشتر از ادعای این که زندگی به‌طور خودبه‌خود از این بیوشیمیایی‌ها به وجود آمده، حمایت می‌کند؟,این مواد شیمیایی می‌توانند به‌صورت خودجوش به ساختاری که توانایی تکثیر دارد، سازمان‌دهی شوند.,این مواد شیمیایی امروز توسط موجودات زنده مورد استفاده قرار می‌گیرند.,این مواد شیمیایی در یک سیاره دیگر یافت شده‌اند.,این مواد شیمیایی می‌توانند به‌صورت خودجوش به یک ویروس سازمان‌دهی شوند.
NYSEDREGENTS_2014_8_20,B,validation,معادله زیر محصولات تشکیل شده را نشان می‌دهد وقتی که یک محلول نیترات نقره (AgNO3) با یک محلول کلرید سدیم (NaCl) واکنش می‌دهد. AgNO3  + NaCl (مواد واکنش دهنده) -> NaNO3  + AgCl (محصولات) در این معادله، مجموع جرم مواد واکنش دهنده,بیشتر از مجموع جرم محصولات است,برابر با مجموع جرم محصولات است,برابر با جرم AgCl است,کمتر از جرم AgCl است
Mercury_7135310,C,validation,چرا انرژی خروجی یک ماشین همیشه کمتر از انرژی ورودی آن است؟,بخشی از انرژی در حین کارکرد ماشین نابود می‌شود.,ماشین باید بر نیروی ثابت مغناطیسی غلبه کند.,انرژی مفید با انتقال انرژی به محیط اطراف کاهش می‌یابد.,بخشی از انرژی در حین تبدیل به صورت گرما آزاد می‌شود.
Mercury_400885,D,validation,کدام معادله یک معادله شیمیایی متعادل است؟,2NaOH + CaBr_{2} -> Ca(OH)_{2} + NaBr,NO + Cl_{2} -> NOCl,CaCO_{3} -> CaO + 2CO_{2},2AlCl_{3} + 3Mg -> 3MgCl_{2} + 2Al
Mercury_412551,D,validation,جغدهای جیغ‌کش دو نوع رنگی دارند: قرمز و خاکستری. چه مزیتی جغد جیغ‌کش خاکستری نسبت به جغد جیغ‌کش قرمز دارد در زیستگاهی که از درختان با پوست تیره تشکیل شده است؟,آشیانه‌سازی,غذاخوری,تولید مثل,پنهان شدن
Mercury_7193043,B,validation,گیاهان غیربومی می‌توانند مناطقی را که زمانی توسط گونه‌های گیاهی بومی پر شده بودند، تسخیر کنند. کدام فرآیند غیرزیستی کمترین احتمال را برای باعث شدن تهاجم گیاهان غیربومی دارد؟,سیلاب,هوازدگی,طوفان‌های گرد و غبار,آب شدن یخچال‌های طبیعی
Mercury_7181685,A,validation,ویژگی رنگ گل در برخی از گونه‌های گیاهان رز بسیار متغیر است که منجر به تشکیل گل‌هایی با رنگ‌های مختلف می‌شود. چگونه این تنوع رنگ گل در گیاهان رز به وجود آمده است؟,از طریق جهش,از طریق گرده‌افشانی,از طریق انتخاب طبیعی,از طریق تولیدمثل غیرجنسی
LEAP_2006_8_10412,B,validation,جولی می‌خواست برای صبحانه یک تخم‌مرغ آب‌پز بخورد. او تخم‌مرغ را به مدت پانزده دقیقه در آب جوش قرار داد. وقتی که او پوسته را شکست، بخش‌های مایع تخم‌مرغ به حالت جامد درآمده بود. دلیل این امر چیست؟,الف) حرارت، آب تخم‌مرغ را خارج کرد.,ب) حرارت، پیوندهای شیمیایی تخم‌مرغ را تغییر داد.,ج) جوشاندن، بخش‌های جامد تخم‌مرغ را به سطح آورد.,د) باکتری‌های موجود در تخم‌مرغ مایع کشته شدند.
Mercury_7215180,C,validation,دانشمندان در حال جمع آوری نمونه های گرانیت در کوه های غرب نوادای آمریکا هستند. کدام یک از این فرمت ها بهترین گزینه برای نمایش و مقایسه درصد مواد معدنی یافت شده در یک نمونه گرانیت است؟,نمودار ستونی,نمودار خطی,نمودار دایره‌ای,نمودار پراکندگی
NYSEDREGENTS_2014_8_38,A,validation,یک ماده در فاز (حالت) جامد دارای,شکل معین و حجم معین,شکل معین اما حجم معین ندارد,شکل معین ندارد اما حجم معین دارد,نه شکل معین دارد و نه حجم معین
Mercury_7145513,B,validation,فرآیندهای زندگی به انرژی نیاز دارند. فرآیندهای بیوشیمیایی شامل واکنش‌های خاصی هستند. کدام یک از ویژگی‌های فرآیندهای بیوشیمیایی است که در تمام حیوانات مشترک است؟,در هر سطح pH عمل می‌کند,حرارت به عنوان یک محصول آزاد می‌شود,تنها از تنفس بی‌هوازی استفاده می‌کند,مقدار انرژی جذب شده
MEA_2010_8_11,A,validation,وقتی حرکت مولکول‌های آب مایع کند می‌شود، چه چیزی احتمالاً اتفاق می‌افتد؟,آب مایع به جامد تبدیل می‌شود.,آب مایع متراکم می‌شود.,آب مایع دچار تغییر شیمیایی می‌شود.,آب مایع بخار می‌شود.
Mercury_7241115,C,validation,کدام رویداد به احتمال زیاد باعث انفجار تنوع پستانداران شد که در دوران کرتاسه رخ داد؟,تشکیل ابرقارهٔ پانگه‌آ,فعالیت آتشفشانی شدید,دمای سردتر,افزایش سطح دریاها
NYSEDREGENTS_2014_4_17,C,validation,کدام ویژگی بیشتر احتمال دارد که یک گربه از والدین خود به ارث ببرد؟,داشتن زخم,دنبال کردن یک اسباب‌بازی,داشتن پشم سفید,دانستن نامش
NYSEDREGENTS_2014_4_13,B,validation,پسری می‌تواند چهره‌اش را وقتی به یک دریاچه آرام نگاه می‌کند ببیند. کدام خاصیت فیزیکی دریاچه این را ممکن می‌سازد؟,انعطاف‌پذیری,بازتابندگی,دما,حجم
Mercury_7033653,C,validation,بهترین واحد برای اندازه‌گیری فاصله‌ها بین زمین و سایر سیستم‌های خورشیدی در جهان کدام است؟,مایل,کیلومتر,سال نوری,واحدهای نجومی
AKDE&ED_2008_8_44,A,validation,کدام ویژگی فقط به یکی از این گروه‌های طبقه‌بندی شدهٔ جانوری: خزندگان، پستانداران، پرندگان، دوزیستان یا ماهی‌ها تعلق دارد؟,مو دارند,تخم می‌گذارند,پاهای وب‌دار دارند,با آبشش نفس می‌کشند
Mercury_SC_415026,C,validation,کدام حیوانات احتمالاً بیشترین کمک را از سیلاب در یک منطقه ساحلی خواهند برد؟,گوزن‌ها,راکون‌ها,تمساح‌ها,کایوت‌ها
Mercury_7219415,C,validation,کدام نمونه، تابع غشای انتخابی نفوذپذیر یک سلول است؟,پشتیبانی از شکل سلول,ساخت پروتئین‌ها برای سلول,محدود کردن مواد شیمیایی که از سلول خارج می‌شوند,ذخیره‌سازی محصولات زائد برای سلول
Mercury_400934,C,validation,بر اساس جدول تناوبی عناصر، کدام مجموعه از عناصر خواص مشابهی دارد؟,H، C، I,He، H، Al,He، Ne، Ar,Na، Ca، Al
Mercury_7139493,B,validation,کدام یک بیشتر احتمال دارد که عامل توانایی حشره‌های چینی برای زنده ماندن در برابر تماس مکرر با حشره‌کش‌ها باشد؟,تنوع گونه‌ها,تنوع ژنتیکی,تنوع بوم‌شناختی,تنوع جمعیتی
Mercury_7032340,D,validation,کدام یک از گزینه‌های ذکر شده، جهان طبیعی را با استفاده از یک مدل نمایندگی می‌کند؟,خواندن کتابی دربارهٔ یک جامعهٔ سگ‌های مرتعی,نگاه کردن به تصویری از یک جامعهٔ سگ‌های مرتعی,تحقیق دربارهٔ یک جامعهٔ سگ‌های مرتعی با استفاده از اینترنت,مشاهدهٔ یک جامعهٔ سگ‌های مرتعی در یک نمایشگاه در باغ وحش
MEAP_2005_5_1,C,validation,بخار آب در جو به عنوان ___ وجود دارد.,یک گاز قابل مشاهده,یک مایع قابل مشاهده,یک گاز نامرئی,یک مایع نامرئی
ACTAAP_2007_7_25,A,validation,کدام یک از این موارد قانون ایمنی برای آزمایشگاه علوم نیست؟,مایعات را با دقت درون یک بشر اندازه‌گیری کنید.,هرگز اشیاء را در حین نگه داشتن در دستان خود برش ندهید.,هنگام کار با مواد خطرناک از عینک ایمنی استفاده کنید.,هنگام یادداشت‌برداری از بوها، بخارات را به سمت بینی خود بفرستید به جای اینکه صورت خود را بر روی منبع قرار دهید.
Mercury_SC_415348,D,validation,کدام یک از ویژگی‌های ارثی درخت است؟,یک شاخه شکسته درخت کاج,یک توخالی در درخت بلوط,یک زخم بر روی درخت افرا,یک تنه ضخیم بر روی درخت گردو
Mercury_7171938,D,validation,جزر و مدهای اقیانوس زمین به شدت تحت تأثیر ماه قرار دارند. در کدام fases ماهی جزر و مدهای اقیانوس در زمین در پایین‌ترین حد خود هستند؟,پایداری کامل و ربع اول,ماه کامل و ماه نو,ربع آخر و ماه نو,ربع اول و ربع آخر
NYSEDREGENTS_2014_4_1,B,validation,یک دانش‌آموز دو دانه لوبیا را در دو گلدان یکسان که حاوی نوع یکسانی از خاک هستند، کاشت. او یک گلدان را در یک کمد و دیگری را نزدیک یک پنجره آفتابی قرار داد. هر روز، ۱۵ میلی‌لیتر آب به هر گلدان ریخت. کدام عامل برای دو گلدان متفاوت بود؟,مقدار آب,مقدار نور,نوع خاک,نوع دانه
Mercury_7185133,A,validation,تریسی در حال یادگیری درباره سازماندهی ساختاری در حیوانات بود. کدام سطح از سازماندهی ساختاری بهترین توصیف را برای یک تخم مرغ ارائه می‌دهد؟,یک سلول,یک بافت,یک سیستم,یک اندام
Mercury_SC_411306,D,validation,برخی از انواع مختلف گیاهان ویژگی‌های مشترکی دارند. کدام ویژگی بیشتر گیاهان مشترک است؟,اندازه ریشه‌های آن‌ها,شکل برگ‌های آن‌ها,رنگ گل‌های آن‌ها,ساختار سلول‌های آن‌ها
Mercury_SC_LBS10666,B,validation,گیاهان معمولاً نیاز به خوردن سایر ارگانیسم‌ها ندارند زیرا گیاهان,نیاز به انرژی غذایی برای زندگی ندارند.,نور خورشید را به انرژی غذایی تبدیل می‌کنند.,تمام انرژی غذایی خود را از خاک می‌گیرند.,انرژی غذایی را در ریشه‌های خود ذخیره می‌کنند.
Mercury_SC_401294,B,validation,شکل برگ‌های گیاهانی که در اقلیم بارانی به خوبی زنده می‌مانند، غالباً کدام است؟,قرمز و درخشان.,عریض و صاف.,ضخیم و مومی.,تیز و باریک.
MCAS_2005_5_21,D,validation,اگر فوک‌های ماده معمولاً هر سال به همان سواحل بازگردند تا زایمان کنند و در این سواحل به طور مکرر از سوی انسان‌ها مزاحمت ایجاد شود، فوک‌ها احتمالاً چگونه پاسخ خواهند داد؟,آنها رنگ خود را تغییر خواهند داد.,آنها تعداد بیشتری توله‌زا خواهند آورد.,آنها بیشتر به شکار غذا خواهند رفت.,آنها در سواحل مختلف زایمان خواهند کرد.
MCAS_2004_9_13,D,validation,کدام یک از گزینه‌های زیر نوع اصلی تنش است که یک گیره ثابت بر روی یک قطعه چوب وارد می‌کند؟,تنش کششی,تنش برشی,تنش چرخشی,تنش فشاری
Mercury_7251685,B,validation,کدام فعالیت به طور مؤثرتری اطمینان می‌دهد که استئوسیت‌ها به درستی عمل کنند؟,افزایش نرخ تنفسی,مصرف غذاهای حاوی مواد معدنی زیاد,کاهش ورزش‌های استرس‌زا,نوشیدن آب بدون یون
MDSA_2011_5_20,D,validation,خرگوش برف‌پوش سالی دو بار پشم خود را می‌ریزد. در تابستان، پشم خرگوش قهوه‌ای است. در زمستان، پشم سفید است. کدام یک از این جملات بهترین توضیح برای مزیت ریختن پشم است؟,ریختن پشم خرگوش را تمیز نگه می‌دارد.,ریختن پشم به خرگوش کمک می‌کند تا سریع‌تر حرکت کند.,ریختن پشم خانه خرگوش را گرم نگه می‌دارد.,ریختن پشم به خرگوش کمک می‌کند تا در زیستگاه خود باند شود.
MCAS_2006_5_29,D,validation,چهار میله با ضخامت یکسان اما ساخته شده از فلزات مختلف مورد آزمایش قرار گرفتند تا مشخص شود کدامیک انعطاف‌پذیرتر است. بهترین روش برای گزارش نتایج این آزمایش کدام یک از گزینه‌های زیر است؟,فهرستی از هر نوع میله استفاده شده,ترسیمی از هر میله قبل از آزمایش,جدولی که نشان دهد هر میله چقدر وزن داشت,نمودار میله‌ای که نشان دهد هر میله چقدر خم شد
VASoL_2008_5_19,D,validation,سه بازیکن بیسبال تحقیق می‌کنند که چه کسی می‌تواند یک توپ بیسبال را دورتر پرتاب کند. آن‌ها در زمین بازی محلی را برای تحقیق خود مشخص می‌کنند. کدام یک باید ثابت نگه داشته شود؟,قد بازیکنان,رنگ توپ‌های بیسبال پرتاب شده,ترتیب پرتاب بازیکنان,نقطه‌ای که بازیکنان از آن پرتاب می‌کنند
Mercury_7246348,A,validation,کدام ویژگی به عنوان نتیجه‌ای از جدا شدن صفحات تکتونیکی شکل نمی‌گیرد؟,خندق,دره شکاف,حوضه اقیانوسی,رشته کوه میان اقیانوسی
MCAS_2006_9_33,D,validation,گربه‌سانان به دلیل شکار، خشکسالی و بیماری به شدت در معرض انقراض قرار گرفته‌اند. اکنون تنوع ژنتیکی در جمعیت‌های گربه‌سان بسیار کم است. کدام‌یک از موارد زیر نتیجه محدودیت تنوع ژنتیکی در جمعیت‌های کنونی گربه‌سان‌ها نسبت به جمعیت‌های قبلی با تنوع بیشتر است؟,گربه‌سانان در جمعیت‌های کنونی نسبت به بیماری‌های جدید مقاوم‌تر هستند.,نرخ بقا در گربه‌سانان جوان در جمعیت‌های کنونی افزایش یافته است.,گربه‌سانان در جمعیت‌های کنونی کمتر قادر به جفت‌گیری با سایر گونه‌ها هستند.,جمعیت‌های کنونی گربه‌سان‌ها کمتر قادر به سازگاری با تغییرات محیطی هستند.
Mercury_SC_LBS10598,A,validation,یک مکعب یخ ذوب می‌شود و سپس تبخیر می‌شود. مکعب یخ و بخار آب دارای چه ویژگی مشابهی هستند؟,جرم.,چگالی.,حجم.,دما.
MDSA_2008_5_24,C,validation,منابع طبیعی زیادی در مریلند و مناطق اطراف آن وجود دارد. برخی از این منابع طبیعی تجدیدپذیر و برخی دیگر تجدیدناپذیر هستند. مردم از هر دو نوع منابع در فعالیت‌های روزمره خود استفاده می‌کنند. استفاده از منابع طبیعی اغلب محصولات زائدی تولید می‌کند. مراکز بازیافت محلی هستند که مردم مواد قابل استفاده مجدد را برای تولید محصولات جدید به آنجا می‌برند. بازیافت کاغذ چگونه به طرز مثبتی بر محیط زیست تأثیر می‌گذارد؟,آلودگی هوا را کاهش می‌دهد,فرسایش خاک را افزایش می‌دهد,درختانی که قطع می‌شوند را کاهش می‌دهد,تخریب زیستگاه را افزایش می‌دهد
Mercury_7141400,A,validation,یک کشاورز هر سال به مدت چند سال در مزرعه‌ای ذرت می‌کارد. هر سال او متوجه می‌شود که تولید ذرت او در هر هکتار کاهش یافته است علیرغم اینکه شرایط آب و هوایی بسیار مشابهی وجود داشته است. تغییر در کدام عامل غیرزیستی احتمالاً باعث کاهش تولید ذرت شده است؟,کاهش مواد مغذی خاک,افزایش بارش,افزایش سرعت باد,کاهش نور خورشید
Mercury_SC_415366,B,validation,درختان به اکسیژن نیاز دارند. ریشه‌های نزدیک به سطح زمین اکسیژنی را که درخت نیاز دارد، جذب می‌کنند. کدام موجودات به درختان کمک می‌کنند تا اکسیژن دریافت کنند؟,دارکوب‌ها که درخت را سوراخ می‌کنند,زمین‌کرم‌ها که در زمین نزدیک درخت سوراخ می‌کنند,قارچ‌ها که در پایه درخت رشد می‌کنند,سنجاب‌ها که گردوها را در زمین نزدیک درخت می‌خورند
Mercury_408809,C,validation,در موش‌ها، یک گونه خاص نشان‌دهندهٔ غالبیت ناقص در رنگ‌آمیزی پوشش است. فرزندان یک موش سیاه (BB) و یک موش سفید (bb) موش‌های خاکستری (Bb) خواهند بود. تلاقی بین دو موش خاکستری به احتمال زیاد چه درصدی از رنگ‌های پوشش را تولید خواهد کرد؟,25% سیاه، 75% خاکستری,25% خاکستری، 75% سفید,25% سفید، 25% سیاه، 50% خاکستری,25% خاکستری، 25% سیاه، 50% سفید
MDSA_2007_5_39,D,validation,دانش‌آموزان در مورد منابع طبیعی در مریلند در حال یادگیری هستند. یک گروه از دانش‌آموزان به تحقیق درباره اطلاعات منابع طبیعی تجدیدپذیر در ایالت می‌پردازند. گروه دیگر به تحقیق درباره اطلاعات منابع طبیعی غیرتجدیدپذیر در ایالت مشغول است. منابعی که دانش‌آموزان بررسی می‌کنند شامل گیاهان، حیوانات، خاک، مواد معدنی، آب، زغال‌سنگ و نفت است. کدام یک از فعالیت‌های انسانی زیر به طور منفی بر یک منبع طبیعی تأثیر می‌گذارد؟,ماهیگیری در یک دریاچه,استفاده از آب برای تولید برق,کاشت گیاهان بومی در کنار دریاچه,هدایت آبهای اضافی از زمین‌های کشاورزی به سمت دریاچه
Mercury_7164850,A,validation,کلاسی در علوم یک پوستر طراحی کرد تا نشان دهد که جزایر حائل در سواحل فلوریدا چگونه شکل گرفته‌اند. دانش‌آموزان اثرات باد، امواج و جزر و مدها را بر روی ماسه‌ای که این جزایر را تشکیل می‌دهد، نشان دادند. در این پوستر، کدام جفت سیستم باید دانش‌آموزان بگویند بیشترین تأثیر را در شکل‌گیری جزایر حائل داشته است؟,الف) آب‌کره و جو,ب) جو و سنگ‌کره,ج) زیست‌کره و آب‌کره,د) سنگ‌کره و زیست‌کره
MCAS_2006_9_31-v1,C,validation,کدام یک از موارد زیر انرژی مکانیکی یک کالسکه در حالت استراحت در بالای یک تپه تند را توصیف می‌کند؟,کالسکه هیچ انرژی مکانیکی ندارد.,تمام انرژی مکانیکی کالسکه جنبشی است.,تمام انرژی مکانیکی کالسکه پتانسیل است.,نیمی از انرژی مکانیکی کالسکه پتانسیل و نیمه دیگر جنبشی است.
