id,question_stem,choice_A,choice_B,choice_C,choice_D,answerKey,fact1,humanScore,clarity,turkIdAnonymized,source
7-340,"In a strong tempest, a large boulder may be",broken,smoothed,sharpened,stained,B,wind and rain cause erosion,1.0,1.0,b356d338b7,train
7-344,The way that electrical conductors works in ways such as,sticking a plug into an outlet to power a microwave,turning on a coffee pot in the morning,making sure that a hair dryer is unplugged after use,turning on lights in a room,A,"when an electrical conductor is plugged into an outlet , a circuit is completed",0.800000011920929,0.6000000238418579,b356d338b7,train
7-557,"When wheels are squealing on a blacktop, friction",works against motion,stops motion,removes forward motion,makes things rough,A,friction acts to counter the motion of two objects when their surfaces are touching,0.800000011920929,1.600000023841858,b356d338b7,train
9-1189,Breaking a vase changes its,center of gravity,shape and mass,chemical composition,speed,B,breaking down an object changes that object 's shape and mass,1.0,1.600000023841858,7c933a44d8,train
9-936,"When looking for a good renewable resource in order to avoid wasting anything that will eventually run out, a man decides to use",colored pencils,snow cones,murky river fluid,fresh flounder,C,a renewable resource can be renewed,0.800000011920929,0.4000000059604645,b356d338b7,train
7-713,A consequence of polluting could be that,fish become inedible,water tastes gross,papers report it,trash is overflowing,A,polluting means something poisonous is added to an environment causing harm to the environment,1.0,1.0,b356d338b7,train
7-1014,the top layer of soil contains the most nutrients where I,hike,wade,jog,skate,A,the top layer of soil contains the most nutrients,0.800000011920929,1.399999976158142,fd3aeffe8c,train
8-242,"A cacti is basically an enormous stem, which means that",it can be drunk from,it is very thin,it holds up bright green leaves,it can hide in grass,A,a stem is used to store water by some plants,1.0,1.5,b356d338b7,train
7-588,Without reliable sources of food or water,creatures experience some suffering,animals must make their own,dogs will need to be fed,organisms need to be cared for,A,loss of resources has a negative impact on the organisms in an area,1.0,0.800000011920929,b356d338b7,train
9-985,An echo is produced by what type of reflection of sound source?,Direct,Distant,Varied,Single,D,"when a sound is produced inside of a room , there is sometimes an echo after the sound",0.800000011920929,1.7999999523162842,6fcf2544e8,train
9-968,if food has lack of immediate use for energy then it will,be discarded immediately,kept for later,left to rot,be thrown up,B,if food is not immediately used by the body for energy then that food will be stored for future use,1.0,1.0,0d935542d3,train
8-275,Puerto Rico experienced many landslides due to Hurricane Maria in,2017,2015,2012,2009,A,storms can cause a landslide,1.0,2.0,474293f37c,train
7-285,What item's housing is made of metal?,butter,cola,tea,syrup,B,a soda can is made of aluminum,0.800000011920929,1.2000000476837158,4f97a31b22,train
663,"Deserts, Jungles, and Oceans have many different",organisms,fish,trees,grasses,A,an ecosystem contains a large community of living organisms in a particular place,1.0,1.0,7189327f06,train
7-701,"If a glacier going past a dock brushed up against some large boulders there, the stones would",have gouges,have stains,be frozen,be dirty,A,glaciers cause scratches in rocks,1.0,1.399999976158142,b356d338b7,train
9-1131,Air is considered to be a vehicle for..?,Light,Wind,Speed,Sound,D,air is a vehicle for sound,1.0,1.600000023841858,6fcf2544e8,train
7-670,The removal of trees may cause damage to ecosystems such as,cities,jungles,fields,oceans,B,cutting down trees has a negative impact on an organisms living in an ecosystem,0.800000011920929,1.7999999523162842,b356d338b7,train
9-173,When a wolf is buried what will happen to other wolves?,small change,learn to fly,less of them,more of them,C,if an organism dies then the population of that organism will decrease,0.800000011920929,1.0,0317ce7c33,train
9-1035,A fundamental feature of all life produces,offspring,auroras,magnetism,organisms,A,reproduction produces offspring,1.0,1.399999976158142,7c933a44d8,train
1248,What part of the backyard is cooler than the other parts?,the part by the fence,the part with the grass,the part by the pool,the part by the oak tree,D,large trees block sunlight from reaching the ground,0.800000011920929,1.399999976158142,7189327f06,train
1921,What is an example of reproduction being a stage in the life cycle process?,births can occur only after reproduction takes place,death is the last stage in the life cycle,reproduction mightn't guarantee a healthy life,life can end during reproduction,A,reproduction is a stage in the life cycle process,1.0,1.7999999523162842,b356d338b7,train
586,Iron is used to make,pottery clay for kilns,baking sheet for cookies,items that fasten roofing to roofs,twist ties for bread bags,C,iron nails are made of iron,0.800000011920929,1.7999999523162842,a8ecf6eaeb,train
9-1079,When car is close to the runner the illumination of the motorized entity is at a higher level because?,moons gravity,motion,it is closer,sun rotation,C,"as a source of light becomes closer , that source will appear brighter",0.800000011920929,1.7999999523162842,52dbc5c7af,train
9-162,During a thunderstorm an animal is most likely going to relocate to a,cave,beach,mountain,pond,A,shelter is used for protection by animals against weather,1.0,1.7999999523162842,c8d24331a4,train
1738,How do some octopus hide?,using clear ink to spread smell,"hiding in dark, inky caves",expelling dark fluid for cover,using ink to paint camouflage,C,ink is used for hiding from predators by octopuses,1.0,1.2000000476837158,b356d338b7,train
8-462,nutrients from food and water are necessary to an organism's,friendships,habitat,survival,caloric needs,C,an animal requires nutrients for survival,1.0,2.0,bdb4135787,train
7-939,"When a microfiber towel is used to pick up a puddle of milk, the towel then",is milky white,is partly milk,contains the milk,is now wet,C,if something absorbs something else then that something will contain that something else,1.0,0.800000011920929,b356d338b7,train
154,Why would a species camouflage as a dangerous animal?,to mate,to avoid crocodiles,to catch prey,to  build nests,B,mimicry is used for avoiding predators by animals by camouflaging as a dangerous animal,0.800000011920929,1.2000000476837158,7189327f06,train
7-729,The reason that flies can always find food is that they can smell,organism decay,bad smells,dying animals,rotting trees,A,the smell of rotting meat attracts flies,1.0,1.600000023841858,b356d338b7,train
8-301,examples of pollution include all but,acid rain,smog,chemical run-off,laundry soup,D,pollution is a source of pollutants,0.800000011920929,1.7999999523162842,dc78319bb0,train
9-1121,This type of energy resource often results in particulates that are very toxic to breathe:,wood,coal,oil,solar,B,coal is used to produce electricity by burning in coal-fire power stations,1.0,1.0,97e7d66d68,train
7-1081,Seeds travel by,Fish,Word of mouth,Knowledge,Boat,A,seed dispersal has a positive impact on a plant,0.800000011920929,0.6000000238418579,cee82219a0,train
1155,What should my thermometer read if I want to make sure my home-made popsicles are done?,212 degrees F.,0 degrees C.,39 degrees F.,32 degrees C.,B,freezing point means temperature at which a liquid freezes,0.800000011920929,1.7999999523162842,a9f90f5da1,train
7-274,Using wind in order to power factories is a good idea because,it can be gotten continuously,it is free from dirt,it is electric and powerful,is uses very little gasoline,A,alternative fuel is usually a renewable resource,0.800000011920929,1.2000000476837158,b356d338b7,train
7-770,"A storm rages for two weeks, and the rivers and lakes swell past their holding capacity, so",the area becomes damp,the surrounding land is underwater,the wind blows over trees,everything around burns down,B,"when a body of water receives more water than it can hold , a flood occurs",0.800000011920929,1.2000000476837158,b356d338b7,train
7-74,what process is adulthood categorized under?,the living term,a plant feeding,the entertainment circuit,a chemical reaction,A,adulthood is a stage in the life cycle process,1.0,1.600000023841858,cf7109905e,train
7-11,"If an object undergoes chemical change then that object will have new chemical properties, such as",a drink with water in it,a toilet with bleach in it,a soda with lime in it,a sink with hair in it,C,if an object undergoes chemical change then that object will have new chemical properties,0.800000011920929,1.399999976158142,b356d338b7,train
8-23,polar bears are white due to an inherited,characteristic,coat,snow,fur length,A,the color of fur is an inherited characteristic,0.800000011920929,1.600000023841858,dc78319bb0,train
1284,Seeing the stars will be harder when what happens?,light in an area becomes greater,there is a lot of rain,light in an area becomes lessened,there is a lot of snow,A,"as light pollution increases , seeing the stars will be harder",0.800000011920929,0.800000011920929,b356d338b7,train
