link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,2,پس از مسابقه چهارشنبه، کارپاندو در دو مسابقه انفرادی در مسابقات قهرمانی رقابت کرد. نخستین حضور او در اسکی مارپیچ کوچک بود، جایی‌که وی موفق نشد به خط پایان برسد. 36 نفر از 116 رقیب او در آن مسابقه نتیجه مشابهی بدست آوردند. او در مسابقه دیگرش در Giant Slalom با مدت زمان ترکیبی 4:41.30 کار خود را در رتبه دهم در گروه نشسته بانوان پایان داد، که 2:11.60 دقیقه کندتر از کلودیا لوئیز اتریشی بود که مقام اول را از آن خود کرد و 1:09.02 دقیقه کندتر از مقام نهم که به Gyöngyi Dani از مجارستان رسید. چهار اسکی‌باز در گروه نشسته زنان نتوانستند مسیرشان را به اتمام برسانند و 45 نفر از کل 117 اسکی‌باز مارپیچ بزرگ نتوانستند در مسابقه رتبه کسب کنند.,کدام‌یک از عبارات زیر به‌طور دقیق نشان‌دهنده نتایج رقابت‌های مسابقات قهرمانی است؟,در رقابت دوم، کارپاندو قبل از یک اسکی‌باز از مجارستان به خط پایان رسید,45 اسکی‌باز مسیر خود را در اسکی مارپیچ بزرگ تمام نکردند.,اسکی‌بازهای بیشتری اسکی مارپیچ بزرگ را نسبت به اسکی مارپیچ کوچک به پایان رساندند.,کارپاندو در اسکی بزرگ دهم شد,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/National_Basketball_Association_suspends_season_due_to_COVID-19_concerns,1,روز چهارشنبه، اتحادیه ملی بسکتبال ایالات متحده (NBA) به دلیل نگرانی در مورد کووید-19، فصل بسکتبال حرفه‌ای خود را به حالت تعلیق درآورد. تصمیم NBA به دنبال آزمایش مثبت ویروس کووید-19 بازیکن یوتا جاز بود.,NBA تصمیم به تعلیق کدام مورد زیر گرفت؟,فصل بسکتبال,یک بازیکن از یوتا جاز,هر بازیکنی که تست کووید-19 او مثبت شد,تیم بسکتبال یوتا جاز,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/National_Basketball_Association_suspends_season_due_to_COVID-19_concerns,2,روز چهارشنبه، اتحادیه ملی بسکتبال ایالات متحده (NBA) به دلیل نگرانی در مورد کووید-19، فصل بسکتبال حرفه‌ای خود را به حالت تعلیق درآورد. تصمیم NBA به دنبال آزمایش مثبت ویروس کووید-19 بازیکن یوتا جاز بود.,مطابق متن، چه چیز سبب نگرانی‌های NBA درخصوص این ویروس شد؟,تست اعضای NBA مثبت شد,تست چند نفر از بازیکن‌ها در بازی یوتا جاز مثبت شد,یکی از بازیکن‌های یوتا جاز پس از مثبت شدن تست عملکرد نامطلوب داشت,تست یکی از بازیکن‌های یوتا جاز مثبت شد,4,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22,_2008",1,بازیکن منتخب امروز، الکس اوچکین از Washington Capitals است. او در برد 5-3 واشینگتن مقابل «آتلانتا تراشرز» 2 گل زد و 2 پاس گل داد. پاس گل اوچکین در آن شب موجب گل پیروزی‌ بخشی شد که توسط نیکلاس بکستروم تازه‌کار زده شد. دومین گل آن شب او شصتمین گل فصلش بود، و بدین ترتیب اولین بازیکنی شد که بعد از سال 96-1995، زمانی که جارومیر جاگر و ماریو لمیوکس هرکدام به آن رکورد دست یافتند، حداقل 60 گل در یک فصل به ثمر رسانده است.,چه کسی گل برنده بازی برای Washington Capitals را در بازی در مقابل آتلانتا تراشرز به ثمر رساند؟,نیکلاس بکستروم,جارومیر جاگر,ماریو لمیوکس,الکس اوچکین,1,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/National_Hockey_League_news:_March_22,_2008",2,بازیکن منتخب امروز، الکس اوچکین از Washington Capitals است. او در برد 5-3 واشینگتن مقابل «آتلانتا تراشرز» 2 گل زد و 2 پاس گل داد. پاس گل اوچکین در آن شب موجب گل پیروزی‌ بخشی شد که توسط نیکلاس بکستروم تازه‌کار زده شد. دومین گل آن شب او شصتمین گل فصلش بود، و بدین ترتیب اولین بازیکنی شد که بعد از سال 96-1995، زمانی که جارومیر جاگر و ماریو لمیوکس هرکدام به آن رکورد دست یافتند، حداقل 60 گل در یک فصل به ثمر رسانده است.,چه کسی گل شصتم فصل را در طول بازی Capitals درمقابل تراشرز به ثمر رساند؟,ماریو لمیوکس,جارومیر جاگر,الکس اوچکین,نیکلاس بکستروم,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,1,پس از آنکه دریافت حمایت اضطراری از دولت انگلستان افشا شد، بانک Northern Rock در سال 2008 ملی اعلام شد. مؤسسه Northern Rock به دلیل تأثیرپذیری‌اش طی دوره بحران وام‌های بدون پشتوانه در سال 2007، نیازمند کمک و پشتیبانی شده بود. گروه ویرجین مربوط به سر ریچارد برانسون پیش از ملی شدن این بانک، پیشنهادی برای آن ارائه کرده بود که رد شد. در سال 2010، بانک سهامی عام Northern Rock که اکنون بانک خیابان اصلی است و ملی شده است، از «بانک بد» یعنی Northern Rock (مدیریت دارایی‌ها) جدا شد. ویرجین فقط آن هویت «بانک خوبِ» Northern Rock را خریده است، نه شرکت مدیریت دارایی را.,بانک Northern Rock چه زمانی نیاز به حمایت از دولت داشت؟,پس از اینکه بانک ملی شد,زمانی‌که بانک از شرکت مدیریت دارایی جدا شد,پس از اینکه گروه ویرجین بانک را خریداری کرد,درطول بحران وام‌دهی,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nationalised_bank_Northern_Rock_sold_to_Virgin_Money,2,پس از آنکه دریافت حمایت اضطراری از دولت انگلستان افشا شد، بانک Northern Rock در سال 2008 ملی اعلام شد. مؤسسه Northern Rock به دلیل تأثیرپذیری‌اش طی دوره بحران وام‌های بدون پشتوانه در سال 2007، نیازمند کمک و پشتیبانی شده بود. گروه ویرجین مربوط به سر ریچارد برانسون پیش از ملی شدن این بانک، پیشنهادی برای آن ارائه کرده بود که رد شد. در سال 2010، بانک سهامی عام Northern Rock که اکنون بانک خیابان اصلی است و ملی شده است، از «بانک بد» یعنی Northern Rock (مدیریت دارایی‌ها) جدا شد. ویرجین فقط آن هویت «بانک خوبِ» Northern Rock را خریده است، نه شرکت مدیریت دارایی را.,مطابق با متن، کدام عبارات زیر دقیقاً معاملات گروه ویرجین را با بانک Northern Rock توصیف می‌کند؟,گروه ویرجین همچنین شرکت مدیریت دارایی Northern Rock را خریداری کرد,گروه ویرجین این بانک را پس از ملی شدن آن خریداری کرد,گروه ویرجین درطول بحران وام‌دهی حمایت اضطراری بانکی ارائه کرد,اولین سفارش گروه ویرجین برای بانک پس از ملی شدن بانک انجام گرفت,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,1,تصمیم آقای رود مبنی بر امضای معاهده آب‌وهوایی کیوتو باعث تفکیک ایالات متحده می‌شود، کشوری که اکنون تنها کشور توسعه‌یافته‌ای است که توافق‌نامه را به رسمیت نمی‌شناسد. دولت محافظه کار قبلی استرالیا از مجوز دادن به کیوتو خودداری کرد و گفت که این کار به اقتصاد با تکیه زیاد به صادرات ذغال‌سنگ آسیب می‌رساند در حالیکه کشورهایی مانند هندوستان و چین مقید به اهداف کاهش گازهای گل‌خانه‌ای نبودند.,همان‌طور که در متن بیان شد، کدام ملت تحت تأثیر امضای معاهده آب‌وهوایی کیوتو است؟,ایالات متحده,هندوستان,استرالیا,چین,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto,2,تصمیم آقای رود مبنی بر امضای معاهده آب‌وهوایی کیوتو باعث تفکیک ایالات متحده می‌شود، کشوری که اکنون تنها کشور توسعه‌یافته‌ای است که توافق‌نامه را به رسمیت نمی‌شناسد. دولت محافظه کار قبلی استرالیا از مجوز دادن به کیوتو خودداری کرد و گفت که این کار به اقتصاد با تکیه زیاد به صادرات ذغال‌سنگ آسیب می‌رساند در حالیکه کشورهایی مانند هندوستان و چین مقید به اهداف کاهش گازهای گل‌خانه‌ای نبودند.,دولت قبلی استرالیا فکر می‌کرد تصویب معاهده کیوتو به چه چیز آسیب خواهد رساند؟,ایالات متحده,اقتصاد کشور,صادرات ذغال‌سنگ,اهداف کاهش انتشار گازهای گلخانه‌ای کشور,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,1,تیراندازان شرکت کننده در آزمایش کنترل آفات مکمل باید به دقت توسط جنگلبانان نظارت می‌شدند، زیرا این آزمایش تحت نظارت بود و میزان موثر بودن آن مورد ارزیابی قرار گرفت. با همکاری NPWS و انجمن تیراندازان ورزشکار استرالیا (NSW) با هم، افراد داوطلب واجد شرایط تحت برنامه شکار انجمن تیراندازان ورزشکار استخدام شدند. به گفته Mick O'Flynn، مدیر حفاظت از پارک و میراث با NPWS، چهار تیرانداز انتخاب شده برای اولین عملیات تیراندازی، دستورالعمل جامع ایمنی و آموزش را دریافت کردند.,تیراندازها در میدان تیر در کدام برنامه استخدام شدند؟,برنامه انجمن تیراندازان ورزشکار استرالیا,برنامه حفاظت از پارک و میراث,برنامه NPWS,برنامه شکار انجمن تیراندازان ورزشکار,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks,2,تیراندازان شرکت کننده در آزمایش کنترل آفات مکمل باید به دقت توسط جنگلبانان نظارت می‌شدند، زیرا این آزمایش تحت نظارت بود و میزان موثر بودن آن مورد ارزیابی قرار گرفت. با همکاری NPWS و انجمن تیراندازان ورزشکار استرالیا (NSW) با هم، افراد داوطلب واجد شرایط تحت برنامه شکار انجمن تیراندازان ورزشکار استخدام شدند. به گفته Mick O'Flynn، مدیر حفاظت از پارک و میراث با NPWS، چهار تیرانداز انتخاب شده برای اولین عملیات تیراندازی، دستورالعمل جامع ایمنی و آموزش را دریافت کردند.,کدام عبارت به‌طور دقیق بازتاب آزمایش کنترل آفات نیست؟,از آنجایی‌که اولین آزمایش برنامه بود، ارزیابی نشده بود.,تیراندازها دستورالعمل آموزش دریافت کردند,تیراندازها تحت نظارت رنجرها بودند,چهار تیرانداز انتخاب شدند,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,1,«براساس این فسیل، بدان معنی است که شکاف بسیار زودتر از آنچه توسط شواهد مولکولی پیش‌بینی شده، اتفاق افتاده است.» Berhane Asfaw محقق سرویس تحقیقاتی Rift Valley و یکی از نویسندگان این تحقیق در اتیوپی گفت: «این بدان معناست که همه چیز باید پس‌گرفته شود.»,مطابق با متن، شکاف در کجا پیدا شد؟,در Rift Valley,در فسیل,در شواهد ملکولی,در اتیوپی,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia,2,«براساس این فسیل، بدان معنی است که شکاف بسیار زودتر از آنچه توسط شواهد مولکولی پیش‌بینی شده، اتفاق افتاده است.» Berhane Asfaw محقق سرویس تحقیقاتی Rift Valley و یکی از نویسندگان این تحقیق در اتیوپی گفت: «این بدان معناست که همه چیز باید پس‌گرفته شود.»,مطابق با متن، چه چیز زودتر از انتظار رخ داد؟,اکتشاف فسیل,شکاف,تجزیه شواهد ملکولی,تحقیق در Rift Valley,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console,1,در جلسه ارائه راهبردی نمایشگاه بازی‌های توکیو در روز پنجشنبه، رئیس شرکت نینتندو آقای «ساترو ایواتا» از طراحی دسته کنسول «Nintendo Revolution» که کنسول جدید این شرکت است رونمایی کرد. این کنترلر شبیه به ریموت کنترل تلویزیون است و از دو سنسور که در نزدیکی تلویزیون کاربر قرار داده شده و علم مثلثات برای تعیین موقعیت خود در فضای سه بعدی استفاده می‌کند. این به بازیکنان امکان خواهد داد تا اقدامات و حرکت‌ها را در بازی‌های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند.,بازیکن به چه چیزی نیاز خواهد داشت تا حرکات را درطول یک بازی ویدئویی کنترل کند؟,اطمینان از اینکه سنسورهای کنترلر نزدیک کنسول قرار گیرند,مثلثی کردن موقعیت آنها,قرار دادن سنسورها نزدیک تلویزیون,حرکت دادن کنترلر در هوا,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console,2,در جلسه ارائه راهبردی نمایشگاه بازی‌های توکیو در روز پنجشنبه، رئیس شرکت نینتندو آقای «ساترو ایواتا» از طراحی دسته کنسول «Nintendo Revolution» که کنسول جدید این شرکت است رونمایی کرد. این کنترلر شبیه به ریموت کنترل تلویزیون است و از دو سنسور که در نزدیکی تلویزیون کاربر قرار داده شده و علم مثلثات برای تعیین موقعیت خود در فضای سه بعدی استفاده می‌کند. این به بازیکنان امکان خواهد داد تا اقدامات و حرکت‌ها را در بازی‌های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند.,چه چیز طراحی شد که شبیه یک ریموت کنترل تلویزیون باشد؟,دو سنسور کنترلر,کنترلر Nintendo Revolution,معرفی keynote,کنسول Nintendo Revolution,2,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",1,پیش از این خبرگزاری چینی شینهووا از ربوده شدن هواپیما خبر داده بود. گزارشات بعدی بیان کرد که هواپیما تهدید بمب‌گذاری داشته است و با تغییر مسیر به سمت افغانستان، در قندهار نشسته است. گزارشات اولیه بیان می‌دارد که هواپیما پس از اینکه اجازه فرود اضطراری در اورومچی به آن داده نشده به افغانستان بازگشته بود.,چه چیز در آخرین گزارش از آژانس خبری شینهووا بیان نشد؟,هواپیما یک تهدید بمب‌گذاری دریافت کرد,هواپیما در اورومچی فرود آمد,مسیر هواپیما به سمت افغانستان عوض شد,هواپیما در قندهار فرود آمد,2,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",2,پیش از این خبرگزاری چینی شینهووا از ربوده شدن هواپیما خبر داده بود. گزارشات بعدی بیان کرد که هواپیما تهدید بمب‌گذاری داشته است و با تغییر مسیر به سمت افغانستان، در قندهار نشسته است. گزارشات اولیه بیان می‌دارد که هواپیما پس از اینکه اجازه فرود اضطراری در اورومچی به آن داده نشده به افغانستان بازگشته بود.,چه چیز در گزارش اولیه آژانس خبری جدید شینهووا گزارش نشد؟,هواپیما ربوده شد,اجازه فرود اضطراری هواپیما رد شد,هواپیما از مسیر خارج شد و به سمت افغانستان رفت,هواپیما یک تهدید بمب‌گذاری دریافت کرد,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nobel_Prize_in_Literature_Committee_abandons_efforts_to_contact_Bob_Dylan,1,روز دوشنبه، سارا دانیوس، دبیر دائمی‌ کمیته ادبیات نوبل در آکادمی‌ سوئد، طی یک برنامه رادیویی که از رادیو Sveriges در سوئد پخش می‌شد به طور علنی اعلام کرد این کمیته، نتوانست در مورد برنده شدن جایزه نوبل ادبیات سال 2016 بطور مستقیم به باب دیلان دسترسی پیدا کند و دست از تلاش‌ برای تماس با او برداشته است. دانیوس گفت، «در حال حاضر هیچ کاری نمی‌کنیم. من به نزدیکترین همکار وی ایمیل فرستاده‌ام و با وی تماس گرفته‌ام و پاسخ‌های بسیار صمیمانه‌ای دریافت کردم. فعلاً مطمئناً تا این حد کافی است.»,سارا دانیوس در طول برنامه رادیویی چه چیزی را اعلام کرد؟,برنده جایزه نوبل در ادبیات,این کمیته هیچ پاسخی از همکاران دریافت نکرده است ,نامزدهای 2016 برای جایزه نوبل در ادبیات,این کمیته دیگر به تلاش‌های خود برای تماس با باب دیلان ادامه نخواهد داد,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Nobel_Prize_in_Literature_Committee_abandons_efforts_to_contact_Bob_Dylan,2,روز دوشنبه، سارا دانیوس، دبیر دائمی‌ کمیته ادبیات نوبل در آکادمی‌ سوئد، طی یک برنامه رادیویی که از رادیو Sveriges در سوئد پخش می‌شد به طور علنی اعلام کرد این کمیته، نتوانست در مورد برنده شدن جایزه نوبل ادبیات سال 2016 بطور مستقیم به باب دیلان دسترسی پیدا کند و دست از تلاش‌ برای تماس با او برداشته است. دانیوس گفت، «در حال حاضر هیچ کاری نمی‌کنیم. من به نزدیکترین همکار وی ایمیل فرستاده‌ام و با وی تماس گرفته‌ام و پاسخ‌های بسیار صمیمانه‌ای دریافت کردم. فعلاً مطمئناً تا این حد کافی است.»,چه کسی قابل دسترس نبود؟,همکار نزدیک باب دیلان ,سارا دانیوس,آکادمی سوئد,باب دیلان,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/North_Korea_agrees_to_disable_its_main_nuclear_reactor,1,رئیس جمهور جورج دبلیو بوش از این اعلانیه استقبال کرد. سخنگوی «بوش» «گردون جاندرو» تعهد کره شمالی را «یک قدم عمده در جهت هدف دستیابی به خلع سلاح هسته‌ای قابل تأیید برای شبه جزیره کره» قلمداد کرد.,چه کسی نظر داد که این تعهد «یک قدم عمده» است؟,مطبوعات,جورج دبلیو بوش,گردون جاندرو,یک سخنگوی کره شمالی,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Noted_stamp_engraver_Czeslaw_Slania_dies_at_83,1,"در 1956 اسلانیا به سوئد رفت، سه سال بعد در آنجا کار خود را برای اداره پست سوئد به عنوان حکاک ارشد آغاز کرد. او بیش از 1,000 تمبر برای سوئد و 28 کشور دیگر تولید کرد. کار او چنان کیفیت و جزئیات شناخته شده‌ای داشت که «نام خانگی» او یکی از معدود نام‌ها در بین تمبرشناس‌ها است. برخی فقط در جمع‌آوری کارهای او تخصص دارند. تمبر 1000‌ام او «کارهای بزرگ پادشاهان سوئدی» از دیوید کلوکر ارنشترال در سال 2000 بود که در کتاب رکوردهای جهانی گینس ثبت شده است. او در طراحی اسکناس بسیاری کشورهای نیز مشارکت داشت، مثال‌های اخیر کار او شامل تصویری از نخست وزیر روی اسکناس‌های 5 و 100 دلاری جدید کانادا بود.",اسلانیا چند تمبر برای کشورهای مختلف تولید کرد؟,"بیش از 2,000",1000,"تقریباً 2,000","بیش از 1,000",4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Oil_spill_in_Alaska_closes_800_miles_of_pipeline,1,800 مایل از سیستم خط لوله ترانس-آلاسکا به دنبال انتشار هزاران بشکه نفت خام در جنوب فربنکس، آلاسکا بسته شد. قطع برق به دنبال یک آزمایش متداول سامانه فرماندهی آتش، باعث شد تا شیرهای اطمینان باز شوند و نفت خام در نزدیکی ایستگاه پمپ Fort Greely 9 سرریز شود. باز شدن دریچه‌ها موجب شد تا فشار سیستم تخلیه شود و روغن روی یک پد به سمت مخزن جاری شود، جایی که 55000 بشکه (2.3 میلیون گالن) ظرفیت وجود دارد. از بعدازظهر چهارشنبه، احتمالاً به دلیل انبساط حرارتی درون مخزن، دریچه‌های مخزن در حال نشت بود. یکی دیگر از مناطق مهار ثانویه در زیر مخازن است که گنجایش 104.500 بشکه را دارد اما هنوز ظرفیت آن پر نشده است.,مطابق متن، دلیل احتمالی نشت مداوم از دریچه‌های مخزن چیست؟,دومین منطقه مهار تا حد ظرفیت پر می‌شود,تست روتین سامانه فرماندهی آتش,انبساط گرمایی,یک آتش‌سوزی در یکی از ایستگاه پمپ Fort Greely,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Oil_spill_in_Alaska_closes_800_miles_of_pipeline,2,800 مایل از سیستم خط لوله ترانس-آلاسکا به دنبال انتشار هزاران بشکه نفت خام در جنوب فربنکس، آلاسکا بسته شد. قطع برق به دنبال یک آزمایش متداول سامانه فرماندهی آتش، باعث شد تا شیرهای اطمینان باز شوند و نفت خام در نزدیکی ایستگاه پمپ Fort Greely 9 سرریز شود. باز شدن دریچه‌ها موجب شد تا فشار سیستم تخلیه شود و روغن روی یک پد به سمت مخزن جاری شود، جایی که 55000 بشکه (2.3 میلیون گالن) ظرفیت وجود دارد. از بعدازظهر چهارشنبه، احتمالاً به دلیل انبساط حرارتی درون مخزن، دریچه‌های مخزن در حال نشت بود. یکی دیگر از مناطق مهار ثانویه در زیر مخازن است که گنجایش 104.500 بشکه را دارد اما هنوز ظرفیت آن پر نشده است.,چرا شیرهای اطمینان باز شد؟,انبساط حرارتی داخل مخازن وجود داشت,پس از تست سیستم برق قطع شد,ظرفیت مخازن کامل بود,منطقه مهار ثانویه قادر به گنجایش بشکه‌های کافی را نداشت,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Parts_of_New_Orleans_flood_again,1,سپاه مهندسی ارتش ایالات متحده تخمین زده که 6 اینچ باران می‌تواند از آب‌بندهای از قبل‌آسیب‌دیده نفوذ کند. بخش «ناینت وارد» (Ninth Ward) که در زمان توفان کاترینا شاهد سیل به بلندی 20 فوت بود اکنون با سر ریز شدن آببند اطراف تا کمر در آب فرو رفته است. در قسمتی به عرض 100 فوت، آب در حال ریختن به داخل خاکریز است.,درحال حاضر، ارتفاع آب در Ninth Ward چقدر است؟,20 فوت ,6 اینچ,تا کمر,100 فوت,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Parts_of_New_Orleans_flood_again,2,سپاه مهندسی ارتش ایالات متحده تخمین زده که 6 اینچ باران می‌تواند از آب‌بندهای از قبل‌آسیب‌دیده نفوذ کند. بخش «ناینت وارد» (Ninth Ward) که در زمان توفان کاترینا شاهد سیل به بلندی 20 فوت بود اکنون با سر ریز شدن آببند اطراف تا کمر در آب فرو رفته است. در قسمتی به عرض 100 فوت، آب در حال ریختن به داخل خاکریز است.,در طول طوفان کاترینا، در Ninth Ward چه اتفاقی رخ داد؟,آب سیل 100 فوت عرض داشت,آب با ارتفاع تا کمر از روی آب‌بند گذشت,آب‌های سیل 20 فوت ارتفاع داشت,6 اینچ بارندگی از آب‌بند آسیب‌دیده نفوذ کرد,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Patient_under_evaluation_with_Ebola-like_symptoms_in_Washington_D.C.,1,همیلتون تصدیق کرد که بیمارستان دانشگاه هاوارد بیمار را با شرایط پایدار پذیرش کرده بود. این بیمار در نیجریه بوده است، جایی که مواردی از ابتلا به ویروس ابولا گزارش شده است. این بیمارستان از پروتکلی برای کنترل عفونت استفاده کرده است، از جمله جدا کردن بیمار از سایرین برای جلوگیری از احتمال عفونت سایرین.,همیلتون کدام‌یک از موارد زیر را تصدیق نکرد؟,محلی که بیمار سفر کرده بود,احتمال مبتلا شدن بیمار دیگر به ویروس,اینکه آیا از پروتکل صحیح پیروی شده بود,شرایط فعلی بیمار,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Philae_space_probe_lands_on_comet,1,احتمال دارد که دنباله‌دارها منبع تامین آب و مواد‌آلی کره زمین باشند که می‌توانند تشکیل‌دهنده پروتئین‌ها و زندگی باشند. دانشمندان امیدوارند که به چگونگی تشکیل سیارات پی ببرند، بویژه اینکه پس از برخورد ستاره‌های دنباله‌دار در زمان‌های دور، زمین چگونه شکل گرفته است.,دانشمندان به چه چیز می‌خواهند پی ببرند؟,زمانی‌که دنباله‌دارها به زمین برخورد کردند,پروتئین‌ها چگونه تشکیل می‌شوند,ماده آلی چیست,زمین چگونه تشکیل شد,4,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland",1,درحالیکه مقامات از صحت این تهدید مطمئن نیستند، مقامات سازمان حمل‌ونقل مریلند در پی درخواست FBI آنجا را بستند. از کامیون‌های کمپرسی برای مسدود کردن ورودی‌های مترو استفاده شد و با کمک 80 نیروی پلیس، موتورسوارها به مسیرهای انحرافی رانده شدند. هیچ ترافیک سنگینی در مسیر کمربندی، مسیر جایگزین شهر، گزارش نشد.,مطابق متن، پلیس محلی چه نقشی در بستن راه داشت؟,آنها به FBI اصرار کردند تا مسیر را ببندد,آنها تصمیم گرفتند مسیر را ببندند,آنها راننده‌ها را به مسیرهای دیگر هدایت کردند,آنها تأخیرهای ترافیکی در مسیر جایگزین را گزارش دادند,3,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland",2,درحالیکه مقامات از صحت این تهدید مطمئن نیستند، مقامات سازمان حمل‌ونقل مریلند در پی درخواست FBI آنجا را بستند. از کامیون‌های کمپرسی برای مسدود کردن ورودی‌های مترو استفاده شد و با کمک 80 نیروی پلیس، موتورسوارها به مسیرهای انحرافی رانده شدند. هیچ ترافیک سنگینی در مسیر کمربندی، مسیر جایگزین شهر، گزارش نشد.,در طول بستن مسیر چه اتفاقی برای ورودی‌های مترو افتاد؟,آنها مسدود شدند,آنها به‌عنوان یک مسیر انحرافی استفاده شدند,آنها برای راننده‌ها باز بودند,ترافیک سنگینی پیش‌رو بود ,1,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,1,این عکاس به مرکز پزشکی UCLA رونالد ریگان منتقل شد و چندی بعد در آنجا در گذشت. طبق گزارش، او در دهه 20 سالگی‌اش بود. بیبر در بیانیه‌ای گفت: «با اینکه من در آنجا حضور نداشتم و بطور مستقیم در این سانحه غم‌انگیز دخیل نبود، فکر و ذکرم با خانواده این قربانی است.» وب سایت خبری سرگرمی TMZ می‌داند که عکاس وسیله نقلیه خود را در آن طرف بلوار Sepulveda متوقف کرده و سعی کرده است قبل از عبور از جاده و ادامه کار، از ایست بازرسی پلیس عکس بگیرد، و باعث شد که افسر پلیس گشت بزرگراه کالیفرنیا که در حال انجام ایست بازرسی بود، دو بار به او دستور دهد که برگردد. طبقه گفته پلیس بعید است خودرویی که به عکاس برخورد کرده با اتهامات جزایی روبرو شود.,مطابق متن، قبل از اینکه خودرو با عکاس برخورد کند چه اتفاقی نیفتاد؟,گشت بزرگراه به عکاس دستور داد تا از عرض جاده برگردد,عکاس ماشینش را در طول بلوار Sepulveda پارک کرد,عکاس از ایستگاه پلیس عکس گرفت,عکاس توانست یک عکس از Bieber بگیرد,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle,2,این عکاس به مرکز پزشکی UCLA رونالد ریگان منتقل شد و چندی بعد در آنجا در گذشت. طبق گزارش، او در دهه 20 سالگی‌اش بود. بیبر در بیانیه‌ای گفت: «با اینکه من در آنجا حضور نداشتم و بطور مستقیم در این سانحه غم‌انگیز دخیل نبود، فکر و ذکرم با خانواده این قربانی است.» وب سایت خبری سرگرمی TMZ می‌داند که عکاس وسیله نقلیه خود را در آن طرف بلوار Sepulveda متوقف کرده و سعی کرده است قبل از عبور از جاده و ادامه کار، از ایست بازرسی پلیس عکس بگیرد، و باعث شد که افسر پلیس گشت بزرگراه کالیفرنیا که در حال انجام ایست بازرسی بود، دو بار به او دستور دهد که برگردد. طبقه گفته پلیس بعید است خودرویی که به عکاس برخورد کرده با اتهامات جزایی روبرو شود.,قبل از اینکه خودرو به عکاس بزند، او قصد انجام چه کاری داشت؟,پارک کردن در بلوار Sepulveda,عکس گرفتن از یک ایستگاه پلیس,گذشتن از یک بزرگراه شلوغ,متقاعد کردن یک افسر پلیس تا به او اجازه دهد به عکس‌برداری ادامه دهد ,2,pes_Arab,2023-06-07
