row_id,question_id,actual_answer,prediction,is_correct,split,question_fa,choice_A_fa,choice_B_fa,choice_C_fa,choice_D_fa,original_tokens,trim_percent,target_token_limit,original_explanation,rewritten_explanation
1870,Mercury_7223143,D,C,0,test,یک نمونه از یک ماده ناشناخته شکل ظرف خود را به خود می‌گیرد. کدام سوال باید پاسخ داده شود تا اطلاعات اضافی لازم برای تعیین حالت نمونه فراهم شود؟,آیا شفاف است؟,آیا این نمونه خطرناک است؟,دمای این ماده چقدر است؟,آیا این ماده به حجم یک ظرف بزرگتر گسترش می‌یابد؟,74,100,74,برای تعیین حالت یک ماده، دما می‌تواند اطلاعات مهمی ارائه دهد. به عنوان مثال، اگر دما پایین باشد، ممکن است ماده در حالت جامد باشد، در حالی که در دماهای بالاتر ممکن است به حالت مایع یا گاز تبدیل شود. بنابراین، دانستن دمای ماده می‌تواند به شناسایی حالت آن کمک کند.,برای تعیین حالت یک ماده، دما اطلاعات حیاتی ارائه می‌دهد. دماهای پایین نشان‌دهنده حالت جامد و دماهای بالا ممکن است به حالت مایع یا گاز اشاره کنند. بنابراین، دانستن دما به شناسایی حالت ماده کمک می‌کند.
1871,ACTAAP_2007_7_3,D,D,1,test,یک دانش‌آموز در حال بررسی دمایی است که در آن تبخیر اتفاق می‌افتد. کدام جمله بهترین نشان‌دهنده این است که تبخیر رخ داده است؟,باران از آسمان می‌بارد.,آسمان از ابرها خالی است.,قطرات آب روی چمن ظاهر می‌شوند.,قطرات آب از روی چمن ناپدید می‌شوند.,71,100,71,تبخیر به معنای تبدیل مایع به بخار است و زمانی که قطرات آب از روی چمن ناپدید می‌شوند، نشان‌دهنده این است که آب در حال تبخیر است. این پدیده به وضوح نشان می‌دهد که آب به بخار تبدیل شده و در نتیجه تبخیر اتفاق افتاده است.,تبخیر به معنای تبدیل مایع به بخار است. زمانی که قطرات آب از روی چمن ناپدید می‌شوند، نشان‌دهنده این است که آب در حال تبخیر است و به بخار تبدیل شده است.
1872,Mercury_7215670,C,C,1,test,اعضای یک گونه از پرندگان به طور جغرافیایی جدا شدند. در طول سال‌ها، دو گروه به دو گونه متفاوت تکامل یافتند. کدام یک از این مشاهدات بهترین شواهدی است که نشان می‌دهد دو گونه جداگانه شکل گرفته است؟,هر گروه ترجیح غذایی متفاوتی دارد.,هر گروه ترجیح زیستگاهی متفاوتی دارد.,هر گروه عادات جفت‌گیری متفاوتی دارند.,هر گروه در زمان‌های متفاوتی از روز فعال است.,96,100,96,بهترین شواهد برای این که دو گونه جداگانه توسعه یافته‌اند، عادات جفت‌گیری متفاوت است. عادات جفت‌گیری نشان‌دهنده تمایز ژنتیکی و رفتاری عمیق‌تری بین دو گروه است که می‌تواند منجر به عدم توانایی در جفت‌گیری و تولید مثل بین آن‌ها شود. این موضوع به وضوح نشان می‌دهد که دو گروه به گونه‌های جداگانه تبدیل شده‌اند.,بهترین شواهد برای شکل‌گیری دو گونه جداگانه، عادات جفت‌گیری متفاوت است. این عادات نشان‌دهنده تمایز ژنتیکی و رفتاری عمیق‌تری هستند که می‌تواند منجر به عدم توانایی جفت‌گیری و تولید مثل بین دو گروه شود و به وضوح جدایی آن‌ها را به عنوان دو گونه مستقل نشان می‌دهد.
1873,MEA_2010_8_15,A,A,1,test,کدام فرآیند بهترین مثال برای تغییر ناگهانی در سطح زمین است؟,زمین‌لغزش‌ها که سنگ‌های سست را به سمت پایین می‌برند,رسوبات که در بستر دریا deposit می‌شوند,دلتاها که در دهانه رودخانه‌ها شکل می‌گیرند,کوه‌ها که تشکیل می‌شوند,77,100,77,فرآیند زمین‌لغزش که در آن سنگ‌های سست به سرعت به سمت پایین حرکت می‌کنند، بهترین مثال از تغییر ناگهانی در سطح زمین است. این تغییرات معمولاً به دلیل عوامل طبیعی مانند بارش باران شدید یا زلزله رخ می‌دهند و می‌توانند به سرعت و به طور قابل توجهی شکل زمین را تغییر دهند.,فرآیند زمین‌لغزش، که در آن سنگ‌های سست به سرعت به پایین حرکت می‌کنند، بهترین مثال برای تغییر ناگهانی سطح زمین است. این تغییرات به‌دلیل عواملی مانند بارش شدید یا زلزله به‌وجود می‌آیند و به‌طور سریع و قابل توجهی شکل زمین را تغییر می‌دهند.
1874,Mercury_7270515,B,B,1,test,کدام یک از این سؤالات را نمی‌توان به صورت علمی پاسخ داد؟,کدام نوت‌های موسیقی توسط گوش انسانی قابل درک هستند؟,کدام نوت‌های موسیقی با هم ترکیب می‌شوند تا زیباترین باشند؟,کدام فرکانس‌ها توسط کودکان قابل شنیدن هستند اما بزرگسالان نمی‌توانند آن‌ها را بشنوند؟,کدام فرکانس‌ها می‌توانند توسط تارهای صوتی انسانی تولید شوند؟,108,100,108,"سوال ""کدام نت‌های موسیقی زیباترین ترکیب را ایجاد می‌کنند؟"" به دلیل ماهیت سلیقه‌ای و شخصی زیبایی، نمی‌تواند به طور علمی پاسخ داده شود. زیبایی موسیقی به تجربیات فردی و فرهنگی بستگی دارد و نمی‌توان آن را با روش‌های علمی اندازه‌گیری کرد. در حالی که سایر سوالات به ویژگی‌های فیزیکی و قابل اندازه‌گیری صدا مربوط می‌شوند، این سوال به احساسات و نظرات شخصی مرتبط است.","سوال ""کدام نوت‌های موسیقی با هم ترکیب می‌شوند تا زیباترین باشند؟"" به دلیل سلیقه‌ای بودن زیبایی، نمی‌تواند به طور علمی پاسخ داده شود. زیبایی موسیقی به تجربیات فردی و فرهنگی بستگی دارد و قابل اندازه‌گیری نیست. در حالی که سایر سوالات به ویژگی‌های فیزیکی و قابل اندازه‌گیری صدا مربوط می‌شوند، این سوال به احساسات و نظرات شخصی مرتبط است."
1875,Mercury_7006160,C,C,1,test,چه زمانی یک دانش‌آموز می‌تواند به‌طور ایمن یک آزمایش را در آزمایشگاه علمی آغاز کند؟,هنگامی که شما دستورالعمل‌ها را خوانده‌اید,پس از اینکه تجهیزات آزمایشگاه خود را بررسی کرده‌اید,پس از اینکه معلم آزمایشگاه به شما بگوید که شروع کنید,پس از اینکه معلم آزمایشگاه دستورالعمل‌ها را بخواند,90,100,90,دانش‌آموز باید منتظر بماند تا معلم آزمایشگاه به او اجازه شروع آزمایش را بدهد. این کار به این دلیل است که معلم می‌تواند نکات ایمنی و روش‌های صحیح انجام آزمایش را توضیح دهد و اطمینان حاصل کند که همه چیز آماده است. شروع آزمایش بدون اجازه معلم می‌تواند خطرناک باشد و به نتایج نادرست منجر شود.,دانش‌آموز باید منتظر بماند تا معلم آزمایشگاه اجازه شروع را بدهد. معلم نکات ایمنی و روش‌های صحیح را توضیح می‌دهد و اطمینان حاصل می‌کند که همه چیز آماده است. شروع بدون اجازه می‌تواند خطرناک و منجر به نتایج نادرست شود.
1876,Mercury_SC_410630,C,C,1,test,"برخی از کارخانه‌های کاغذ از ماشین‌آلاتی استفاده می‌کنند که کاغذ را بدون استفاده از چوب تولید می‌کنند و این نوع کاغذ ""کاغذ بدون چوب"" نامیده می‌شود. این ماشین‌ها کاغذ را از موادی مانند پنبه و ضایعات برنج می‌سازند. استفاده از کاغذ بدون چوب بیشترین تأثیر را بر روی کدام مشکل دارد؟",افزایش استفاده از سوخت‌های فسیلی,کاهش تأمین آب,از بین رفتن زیستگاه‌های حیوانات,آلودگی هوا,80,100,80,استفاده از کاغذ بدون چوب به کاهش نیاز به درختان و جنگل‌ها کمک می‌کند، که در نتیجه می‌تواند به حفظ زیستگاه‌های حیوانات کمک کند. با کاهش قطع درختان، زیستگاه‌های طبیعی حیوانات کمتر تحت تأثیر قرار می‌گیرند و این امر به حفظ تنوع زیستی کمک می‌کند.,استفاده از کاغذ بدون چوب نیاز به قطع درختان را کاهش می‌دهد و به حفظ زیستگاه‌های حیوانات کمک می‌کند. این کاهش قطع درختان باعث حفظ تنوع زیستی و کاهش تأثیرات منفی بر روی زیستگاه‌های طبیعی می‌شود.
1877,Mercury_7082320,A,A,1,test,دانش‌آموزی شیء‌ای را از روی یک شیب پایین می‌لغزاند. دانش‌آموز بیان می‌کند که اصطکاک باعث می‌شود شیء به آرامی بلغزد. توضیح دیگری که برای حرکت کند ممکن است وجود داشته باشد این است که,شیب ramp کوچک است.,سطح ramp صاف است.,شیء گرد و صیقلی است.,کشیدگی جاذبه بر روی شیء ضعیف است.,83,100,83,اگر شیء به آرامی بر روی شیب سر می‌خورد، یکی از دلایل ممکن این است که شیب ramp کوچک است. شیب کم باعث می‌شود که نیروی گرانش کمتری بر روی شیء عمل کند و در نتیجه سرعت حرکت آن کاهش یابد. این موضوع می‌تواند به تنهایی دلیل کندی حرکت باشد و نیازی به وجود اصطکاک نیست.,اگر شیء به آرامی بر روی شیب سر می‌خورد، ممکن است شیب ramp کوچک باشد. شیب کم باعث کاهش نیروی گرانش بر روی شیء می‌شود و در نتیجه سرعت حرکت آن کاهش می‌یابد. بنابراین، کندی حرکت ممکن است به دلیل شیب کم باشد و نیازی به اصطکاک نیست.
1878,MEA_2013_8_1,A,A,1,test,عرضه مس در زمین محدود است. این موضوع چگونه بر نحوه استفاده از مس تأثیر می‌گذارد؟,مس باید بازیافت شود.,هزینه مس کمتر از سایر مواد است.,تقاضا برای مس پایین است.,مس جزء محصولات تجاری نیست.,73,100,73,با توجه به محدودیت منابع مس در زمین، بازیافت مس به عنوان یک راهکار مهم برای حفظ این منبع ارزشمند و کاهش نیاز به استخراج جدید مطرح می‌شود. بازیافت مس نه تنها به صرفه‌جویی در منابع طبیعی کمک می‌کند، بلکه هزینه‌های تولید را نیز کاهش می‌دهد و به حفظ محیط زیست کمک می‌کند.,با توجه به محدودیت منابع مس، بازیافت آن راهکاری کلیدی برای حفظ این منبع و کاهش نیاز به استخراج جدید است. این فرآیند به صرفه‌جویی در منابع طبیعی، کاهش هزینه‌های تولید و حفظ محیط زیست کمک می‌کند.
1879,Mercury_7033845,B,B,1,test,دلایل احتمالی بهتر بودن استفاده از انرژی تولید شده از باد نسبت به سوخت های فسیلی در کیفیت هوا چیست؟,الف) تجهیزات مربوط به تولید انرژی بادی کم‌هزینه هستند,ب) باد آلودگی کمتری نسبت به سوخت‌های فسیلی تولید می‌کند,ج) انرژی حاصل از باد به راحتی ذخیره می‌شود,د) باد از سوخت‌های فسیلی کارآمدتر است,88,100,88,استفاده از انرژی باد به دلیل تولید کمتر آلودگی نسبت به سوخت‌های فسیلی، به بهبود کیفیت هوا کمک می‌کند. سوخت‌های فسیلی هنگام سوختن گازهای گلخانه‌ای و ذرات معلق را آزاد می‌کنند که به آلودگی هوا و مشکلات بهداشتی منجر می‌شود، در حالی که انرژی باد هیچ گونه آلودگی هوایی تولید نمی‌کند.,استفاده از انرژی باد به بهبود کیفیت هوا کمک می‌کند زیرا آلودگی کمتری نسبت به سوخت‌های فسیلی تولید می‌کند. سوخت‌های فسیلی با سوختن گازهای گلخانه‌ای و ذرات معلق آزاد می‌کنند که موجب آلودگی و مشکلات بهداشتی می‌شود، در حالی که انرژی باد هیچ گونه آلودگی هوایی ندارد.
1880,Mercury_7221620,A,A,1,test,یک دانشمند ماهی‌ای را کشف کرد که ظاهری منحصر به فرد داشت. پس از جمع‌آوری و تجزیه و تحلیل داده‌ها در مورد ماهی و زیستگاه آن، دانشمند تعیین کرد که این ماهی متعلق به یک گونه جدید است. دانشمند باید با این کشف جدید چه کاری انجام دهد؟,کشف را با عموم به اشتراک بگذارد,تحقیق‌های پس‌زمینه‌ی بیشتری انجام دهد,نتایج را دوباره تحلیل کند,فرضیه جدیدی ایجاد کند,66,100,66,دانشمند باید کشف خود را با عموم به اشتراک بگذارد تا اطلاعات و یافته‌های جدید در مورد گونه جدید ماهی به دیگران منتقل شود. این کار نه تنها به پیشرفت علم کمک می‌کند، بلکه می‌تواند منجر به تحقیقات بیشتر و حفاظت از زیستگاه این گونه نیز شود.,دانشمند باید کشف خود را با عموم به اشتراک بگذارد تا اطلاعات درباره گونه جدید ماهی منتقل شود. این اقدام به پیشرفت علم و حفاظت از زیستگاه آن کمک می‌کند.
1881,LEAP__7_10352,D,D,1,test,یک دانشمند متوجه می‌شود که یک ماده خاص در درمان آسیب‌های عصبی مفید خواهد بود. بهترین راهی که او می‌تواند نتایج خود را به جامعه علمی منتقل کند چیست؟,او می‌تواند با دیگر دانشمندانی که در تحقیقات عصبی نیز کار می‌کنند تماس بگیرد.,او می‌تواند نامه‌ای به بیمارستان‌هایی که بیماران دارای آسیب عصبی را درمان می‌کنند بنویسد.,او می‌تواند نتیجه‌گیری‌های خود را در وب‌سایتی که بر روی سیستم عصبی تمرکز دارد قرار دهد.,او می‌تواند نتایج خود را در یک نشریه علمی که مسائل مربوط به اعصاب را پوشش می‌دهد منتشر کند.,88,100,88,بهترین راه برای ارتباط نتایج یک دانشمند با جامعه علمی، انتشار نتایج در یک نشریه علمی است که به مسائل مربوط به اعصاب می‌پردازد. این کار به او این امکان را می‌دهد که یافته‌هایش به طور رسمی و معتبر مورد بررسی قرار گیرد و در دسترس دیگر پژوهشگران و متخصصان قرار گیرد، که می‌تواند به پیشرفت‌های بیشتر در این زمینه کمک کند.,بهترین روش برای انتقال نتایج یک دانشمند به جامعه علمی، انتشار آن‌ها در یک نشریه علمی معتبر در زمینه اعصاب است. این کار به بررسی رسمی یافته‌ها و دسترسی دیگر پژوهشگران به آن‌ها کمک می‌کند و می‌تواند به پیشرفت‌های بیشتری در درمان آسیب‌های عصبی منجر شود.
1882,Mercury_412605,C,C,1,test,بارش سالانه نواادا به طور میانگین بین ۲۱ تا ۲۴ سانتی‌متر است. در مقایسه، ایالت واشنگتن به طور میانگین بین ۹۶ تا ۹۷ سانتی‌متر بارش در سال دارد. کدامیک از این عوامل بیشترین تأثیر را بر تفاوت بارش بین این دو ایالت دارد؟,اندازه‌های نسبی هر ایالت,انواع صنایع موجود در هر ایالت,مکانی که هر ایالت در قاره قرار دارد,فراوانی نسبی فعالیت‌های آتشفشانی در هر ایالت,110,100,110,موقعیت جغرافیایی هر ایالت بر الگوهای آب و هوایی و بارش تأثیر زیادی دارد. نوادا در منطقه‌ای خشک و بیابانی واقع شده است، در حالی که واشنگتن در نزدیکی اقیانوس آرام قرار دارد و تحت تأثیر رطوبت اقیانوس و سیستم‌های جوی مرطوب قرار می‌گیرد. این تفاوت در موقعیت جغرافیایی باعث می‌شود که واشنگتن بارش بیشتری نسبت به نوادا داشته باشد.,موقعیت جغرافیایی هر ایالت تأثیر زیادی بر بارش دارد. نوادا در منطقه‌ای خشک و بیابانی واقع شده، در حالی که واشنگتن نزدیک اقیانوس آرام است و تحت تأثیر رطوبت اقیانوس و سیستم‌های جوی مرطوب قرار می‌گیرد. این تفاوت جغرافیایی باعث افزایش بارش در واشنگتن نسبت به نوادا می‌شود.
1883,Mercury_416638,A,A,1,test,کدام یک درباره تولید مثل در هر دو موجود یوگلنا و پارامسیوم صحیح است؟,A) آن‌ها به‌طور عمودی تقسیم می‌شوند.,B) آن‌ها گامت تولید می‌کنند.,C) آن‌ها هم‌زیستی می‌کنند.,D) آن‌ها هاگ تشکیل می‌دهند.,84,100,84,هر دو موجودات یوگلنا و پارامسیوم از طریق تقسیم سلولی به تولید مثل می‌پردازند و این تقسیم معمولاً به صورت عمودی انجام می‌شود. در حالی که پارامسیوم می‌تواند از طریق هم‌جوشی (conjugation) نیز تولید مثل کند، اما این روش در یوگلنا رایج نیست. بنابراین، گزینه A صحیح‌ترین گزینه است.,هر دو موجود یوگلنا و پارامسیوم از طریق تقسیم سلولی به تولید مثل می‌پردازند که معمولاً به‌صورت عمودی است. اگرچه پارامسیوم می‌تواند از طریق هم‌جوشی نیز تولید مثل کند، این روش در یوگلنا رایج نیست. بنابراین، گزینه A صحیح‌ترین گزینه است.
1884,MCAS_2011_8_17694,A,A,1,test,کدام یک از موارد زیر بهترین توصیف را از عملکرد یک انکودر در یک سیستم ارتباطات تلفنی ارائه می‌دهد؟,تبدیل صدا به پالس‌های الکتریکی,دریافت سیگنال‌های الکتریکی منتقل شده,تغییر پالس‌های الکتریکی به صدا,ارسال سیگنال‌های الکتریکی از طریق یک مدار,89,100,89,در یک سیستم ارتباطی تلفنی، انکودر وظیفه تبدیل صدا به ایمپالس‌های الکتریکی را بر عهده دارد. این فرآیند به این معناست که صداهای تولید شده توسط کاربر به سیگنال‌های الکتریکی تبدیل می‌شوند تا بتوانند از طریق خطوط تلفن منتقل شوند. بنابراین، گزینه A بهترین توصیف از عملکرد انکودر در این سیستم است.,در سیستم ارتباطی تلفنی، انکودر صدا را به پالس‌های الکتریکی تبدیل می‌کند تا امکان انتقال آن از طریق خطوط تلفن فراهم شود. بنابراین، گزینه A بهترین توصیف از عملکرد انکودر است.
1885,Mercury_SC_400012,D,D,1,test,خرس‌های قطبی بسیار سنگین هستند. حدود نیمی از جرم یک خرس قطبی چربی است. این سازگاری چگونه بیشترین کمک را به خرس قطبی در هنگام شکار در اقیانوس قطب شمال می‌کند؟,چربی خرس قطبی را بزرگ می‌کند.,چربی خرس قطبی را لیز می‌کند.,چربی به خرس قطبی کمک می‌کند روی یخ بدود.,چربی به خرس قطبی کمک می‌کند در آب شناور بماند.,86,100,86,چربی در بدن خرس‌های قطبی به آن‌ها کمک می‌کند تا در آب شنا کنند و به راحتی روی سطح آب شناور بمانند. این ویژگی به آن‌ها اجازه می‌دهد تا به راحتی شکار کنند و در محیط‌های سرد و یخ‌زده زندگی کنند، زیرا چربی به عنوان عایق حرارتی نیز عمل می‌کند و دمای بدن آن‌ها را حفظ می‌کند.,چربی در بدن خرس‌های قطبی به آن‌ها کمک می‌کند تا در آب شناور بمانند و به راحتی شکار کنند. همچنین، چربی به عنوان عایق حرارتی عمل کرده و دمای بدن را حفظ می‌کند، که برای زندگی در محیط‌های سرد و یخ‌زده ضروری است.
1886,Mercury_SC_413458,B,B,1,test,کدام رویداد آب و هوایی بیشتر احتمال دارد که سبب بروز آتش‌سوزی جنگلی شود؟,سیل ناگهانی,برق‌زدگی,تورنادو,طوفان تگرگ,104,100,104,رعد و برق می‌تواند به عنوان یک منبع آتش‌زا عمل کند و در صورت برخورد با مواد قابل اشتعال در جنگل‌ها، باعث ایجاد آتش‌سوزی شود. این پدیده به ویژه در شرایط خشک و گرم، خطرناک‌تر است و می‌تواند به سرعت گسترش یابد. سایر گزینه‌ها مانند سیلاب ناگهانی، گردباد و طوفان تگرگ به طور مستقیم به آتش‌سوزی جنگل‌ها مرتبط نیستند.,رعد و برق می‌تواند به عنوان منبع آتش‌زا عمل کند و در شرایط خشک و گرم، خطر آتش‌سوزی جنگلی را افزایش دهد. این پدیده در برخورد با مواد قابل اشتعال، به سرعت می‌تواند آتش ایجاد کند. سایر گزینه‌ها مانند سیلاب ناگهانی، گردباد و طوفان تگرگ به طور مستقیم با آتش‌سوزی جنگل‌ها مرتبط نیستند.
1887,Mercury_7139545,C,C,1,test,کدام اصطلاح بهترین توصیف را از تشکیل یک جامعه جدید از ارگانیسم‌ها پس از یک آتشفشان ارائه می‌دهد؟,عوامل غیر زنده,عوامل محدود کننده,جانشینی اولیه,جانشینی ثانویه,102,100,102,پس از فعالیت آتشفشانی، زمین به طور کامل تخریب می‌شود و هیچ گونه زندگی در آن وجود ندارد. در این شرایط، جامعه‌ای جدید از موجودات زنده از ابتدا شکل می‌گیرد که به آن جانشینی اولیه (primary succession) می‌گویند. این فرآیند شامل مراحل مختلفی است که در آن گیاهان و جانوران به تدریج به منطقه بازمی‌گردند و اکوسیستم جدیدی را تشکیل می‌دهند.,پس از فعالیت آتشفشانی، زمین به طور کامل تخریب می‌شود و هیچ گونه زندگی وجود ندارد. در این شرایط، جامعه‌ای جدید از ارگانیسم‌ها از ابتدا شکل می‌گیرد که به آن جانشینی اولیه (primary succession) می‌گویند. این فرآیند شامل مراحل مختلفی است که در آن گیاهان و جانوران به تدریج به منطقه بازمی‌گردند و اکوسیستم جدیدی را ایجاد می‌کنند.
1888,NYSEDREGENTS_2015_4_5,B,B,1,test,کدام فرآیند هنگام ریختن صدف‌ها توسط امواج اقیانوس بر روی ساحل رخ می‌دهد؟,تراکم,رسوب گذاری,طبقه بندی,چرخش,80,100,80,"فرایند قرارگیری صدف‌ها بر روی ساحل به عنوان ""رسوب‌گذاری"" شناخته می‌شود. در این فرایند، مواد از یک مکان به مکان دیگر منتقل شده و در نهایت در یک مکان جدید، مانند ساحل، جمع می‌شوند. این عمل به دلیل نیروی امواج اقیانوس و جابجایی مواد صورت می‌گیرد.","فرآیند قرارگیری صدف‌ها بر روی ساحل ""رسوب‌گذاری"" نامیده می‌شود. در این فرآیند، امواج اقیانوس مواد را جابجا کرده و آنها را در مکان‌های جدید مانند ساحل جمع می‌کنند."
1889,TIMSS_2003_8_pg16,C,C,1,test,برخی از واکنش‌های شیمیایی انرژی را جذب می‌کنند، در حالی که برخی دیگر انرژی را آزاد می‌کنند. از بین واکنش‌های شیمیایی مربوط به سوختن ذغال سنگ و انفجار شمع‌های رنگی، کدام یک انرژی آزاد می‌کند؟,فقط سوختن ذغال سنگ,فقط انفجار شمع‌های رنگی,هم سوختن ذغال سنگ و هم انفجار شمع‌های رنگی,نه سوختن ذغال سنگ و نه انفجار شمع‌های رنگی,95,100,95,هر دو واکنش سوختن زغال‌سنگ و انفجار آتش‌بازی انرژی را آزاد می‌کنند. در سوختن زغال‌سنگ، انرژی شیمیایی موجود در زغال‌سنگ به انرژی حرارتی و نور تبدیل می‌شود. همچنین، در انفجار آتش‌بازی، واکنش‌های شیمیایی سریع باعث آزاد شدن انرژی به صورت گرما و نور می‌شوند. بنابراین، هر دو واکنش انرژی را آزاد می‌کنند.,هر دو واکنش سوختن زغال‌سنگ و انفجار شمع‌های رنگی انرژی آزاد می‌کنند. در سوختن زغال‌سنگ، انرژی شیمیایی به حرارت و نور تبدیل می‌شود. همچنین، انفجار شمع‌های رنگی نیز با واکنش‌های سریع، انرژی را به شکل گرما و نور آزاد می‌کند. بنابراین، هر دو واکنش انرژی را آزاد می‌کنند.
1890,Mercury_SC_415073,A,A,1,test,کدام قسمت از اکوسیستم برکه به ماهی‌های کوچک پناه می‌دهد؟,سنگ‌ها,آب,قورباغه‌ها,خاک,66,100,66,در یک اکوسیستم برکه، سنگ‌ها می‌توانند به عنوان پناهگاهی برای ماهی‌های کوچک عمل کنند. این سنگ‌ها به ماهی‌ها کمک می‌کنند تا از شکارچیان پنهان شوند و در عین حال محیطی امن برای زندگی و جستجوی غذا فراهم می‌آورند.,در اکوسیستم برکه، سنگ‌ها به عنوان پناهگاهی برای ماهی‌های کوچک عمل می‌کنند. آن‌ها به ماهی‌ها کمک می‌کنند تا از شکارچیان پنهان شوند و محیطی امن برای زندگی و جستجوی غذا فراهم می‌آورند.
1891,Mercury_7012880,A,A,1,test,یک دانش‌آموز در حال حل کردن شکر در آب برای درست کردن آب‌نبات است. او متوجه می‌شود که تکه‌های شکر در پایین ماهیتابه تشکیل می‌شود. او چه کاری می‌تواند انجام دهد تا کمک کند شکر بیشتری حل شود؟,محلول را گرم کند,محلول را خنک کند,شکر بیشتری به ماهیتابه اضافه کند,مقداری آب از ماهیتابه خارج کند,88,100,88,برای حل شدن بیشتر شکر در آب، بهترین کار گرم کردن محلول است. با افزایش دما، انرژی مولکول‌های آب افزایش می‌یابد و این امر باعث می‌شود که مولکول‌های شکر سریع‌تر و بهتر در آب حل شوند. در نتیجه، با گرم کردن محلول، شکر بیشتری می‌تواند در آب حل شود و از تشکیل توده‌های شکر در ته قابلمه جلوگیری می‌شود.,برای حل شدن بیشتر شکر در آب، باید محلول را گرم کرد. افزایش دما انرژی مولکول‌های آب را افزایش می‌دهد و باعث می‌شود مولکول‌های شکر سریع‌تر در آب حل شوند. این کار از تشکیل توده‌های شکر در پایین ماهیتابه جلوگیری می‌کند.
1892,Mercury_191625,D,C,0,test,زمستان‌های سخت چگونه به برخی گونه‌ها، مانند گوزن‌ها، سود می‌رساند؟,با محافظت از آن‌ها در برابر شکارچیان,با افزایش منابع غذایی آن‌ها,با از بین بردن بیماری‌ها,با کاهش جمعیت گله,90,100,90,زمستان‌های سخت می‌توانند به حذف بیماری‌ها کمک کنند زیرا شرایط سخت می‌تواند جمعیت‌های بیمار را کاهش دهد و در نتیجه، گونه‌های سالم‌تر و مقاوم‌تری باقی بمانند. این امر به گونه‌هایی مانند گوزن کمک می‌کند تا در طول زمان قوی‌تر و سالم‌تر شوند. همچنین، با کاهش بیماری‌ها، احتمال زنده ماندن و تولید مثل آن‌ها افزایش می‌یابد.,زمستان‌های سخت می‌توانند به کاهش جمعیت‌های بیمار کمک کنند و در نتیجه، گونه‌های سالم‌تر و مقاوم‌تری مانند گوزن‌ها باقی بمانند. این امر باعث افزایش شانس زنده ماندن و تولید مثل آن‌ها می‌شود و به تقویت آن‌ها در طول زمان کمک می‌کند.
1893,Mercury_SC_402985,B,B,1,test,کدام وسیله برای اندازه‌گیری حجم باران در گیج باران استفاده می‌شود؟,ترازوی دو کفه‌ای,سیلندر مدرج,خط‌کش سانتی‌متری,ترمومتر,63,100,63,برای اندازه‌گیری حجم باران در یک باران‌سنج، از سیلندر مدرج استفاده می‌شود. این ابزار به طور خاص طراحی شده است تا حجم مایعات را با دقت اندازه‌گیری کند و می‌تواند مقدار باران جمع‌آوری شده را به راحتی نشان دهد.,برای اندازه‌گیری حجم باران در باران‌سنج، از سیلندر مدرج استفاده می‌شود. این ابزار به دقت حجم مایعات را اندازه‌گیری کرده و مقدار باران جمع‌آوری شده را به راحتی نشان می‌دهد.
1894,Mercury_7005425,A,A,1,test,در سلول‌های گیاهی، مقدار آب موجود در سلول‌ها فشاری به دیواره‌های سلولی وارد می‌کند. اگر مقدار آب در سلول‌های گیاهان غیرچوبی کاهش یابد، کدام یک از موارد زیر احتمالاً اتفاق می‌افتد؟,ب) ساقه‌ها پژمرده خواهند شد.,ج) شیره با سرعت بیشتری جریان خواهد یافت.,د) گل‌های بیشتری تولید خواهند شد.,الف) برگ‌ها ریزش خواهند کرد.,80,100,80,اگر مقدار آب در سلول‌های گیاهان غیر چوبی کاهش یابد، فشار داخلی سلول‌ها کاهش می‌یابد و این امر منجر به پژمردگی ساقه‌ها می‌شود. زیرا آب به عنوان یک عامل نگهدارنده در ساختار سلولی عمل می‌کند و کاهش آن باعث از بین رفتن استحکام و شکل سلول‌ها می‌شود.,اگر آب در سلول‌های گیاهان غیرچوبی کاهش یابد، فشار داخلی سلول‌ها کم می‌شود و ساقه‌ها پژمرده می‌شوند. آب به حفظ استحکام و شکل سلول‌ها کمک می‌کند و کاهش آن موجب از بین رفتن این ویژگی‌ها می‌شود.
1895,MDSA_2013_8_40,C,C,1,test,یک دانشمند قبل از اینکه به نتیجه‌گیری نهایی برسد، تحقیقات را بارها تکرار خواهد کرد. کدام دلیل بهترین توضیح را برای اینکه یک دانشمند تحقیقات را تکرار می‌کند، ارائه می‌دهد؟,تکرار برای اثبات یک فرضیه لازم است.,تکرار برای انتشار نتیجه‌گیری الزامی است.,تکرار دقت داده‌های به‌دست‌آمده را تضمین می‌کند.,تکرار به دانشمندان کمک می‌کند تا درباره مشاهدات خود بدون جانب‌داری باقی بمانند.,106,100,106,تکرار یک تحقیق به دانشمندان این امکان را می‌دهد که دقت داده‌های به‌دست‌آمده را تأیید کنند. با تکرار آزمایش، دانشمندان می‌توانند از صحت نتایج اطمینان حاصل کنند و هرگونه خطا یا انحراف احتمالی را شناسایی کنند. این فرآیند به اعتبار علمی نتایج کمک می‌کند و به دانشمندان اجازه می‌دهد تا به یک نتیجه‌گیری مطمئن برسند.,تکرار تحقیق به دانشمندان کمک می‌کند تا دقت داده‌ها را تأیید کنند و از صحت نتایج اطمینان حاصل نمایند. این فرآیند خطاها و انحرافات احتمالی را شناسایی کرده و به اعتبار علمی نتایج افزوده و امکان رسیدن به نتیجه‌گیری مطمئن را فراهم می‌آورد.
